STATISTIC,Statistic2,TLIST(M1),Month,C02438V02948,Consumer Item,UNIT,VALUE
CPM08,National Average Price,199701,1997M01,10010,Round steak per kg.,IEP,6.119
CPM08,National Average Price,199701,1997M01,10020,Sirloin steak per kg.,IEP,8.053
CPM08,National Average Price,199701,1997M01,10030,Rib steak per kg.,IEP,4.023
CPM08,National Average Price,199701,1997M01,10040,Leg beef (boneless) per kg.,IEP,4.269
CPM08,National Average Price,199701,1997M01,10050,Brisket pot roast per kg.,IEP,4.097
CPM08,National Average Price,199701,1997M01,10070,Lamb whole leg per kg.,IEP,5.724
CPM08,National Average Price,199701,1997M01,10080,Lamb loin chops per kg.,IEP,8.776
CPM08,National Average Price,199701,1997M01,10090,Lamb gigot chops per kg.,IEP,6.148
CPM08,National Average Price,199701,1997M01,10100,Lamb - neck per kg.,IEP,2.48
CPM08,National Average Price,199701,1997M01,10110,Lambs liver per kg.,IEP,3.339
CPM08,National Average Price,199701,1997M01,10120,Whole leg of pork per kg.,IEP,3.879
CPM08,National Average Price,199701,1997M01,10130,Pork loin chops per kg.,IEP,5.694
CPM08,National Average Price,199701,1997M01,10140,Shoulder roast of pork per kg.,IEP,3.192
CPM08,National Average Price,199701,1997M01,10150,Pork steak per kg.,IEP,8.476
CPM08,National Average Price,199701,1997M01,10160,Best back rashers per kg.,IEP,6.414
CPM08,National Average Price,199701,1997M01,10170,Streaky rashers per kg.,IEP,3.936
CPM08,National Average Price,199701,1997M01,10180,Ham fillet per kg.,IEP,5.731
CPM08,National Average Price,199701,1997M01,10240,Cooked ham per kg.,IEP,8.232
CPM08,National Average Price,199701,1997M01,10260,Pork sausages per kg.,IEP,2.922
CPM08,National Average Price,199701,1997M01,10270,Black pudding per kg.,IEP,2.847
CPM08,National Average Price,199701,1997M01,10280,Fillet of whiting per kg.,IEP,4.27
CPM08,National Average Price,199701,1997M01,10290,Cod cutlets per kg.,IEP,6.635
CPM08,National Average Price,199701,1997M01,10310,Fillet of plaice per kg.,IEP,8.012
CPM08,National Average Price,199701,1997M01,10340,Smoked kippers per kg.,IEP,3.415
CPM08,National Average Price,199701,1997M01,10460,Potatoes per 5lbs,IEP,0.935
CPM08,National Average Price,199701,1997M01,10470,Potatoes 10 kg.,IEP,2.559
CPM08,National Average Price,199701,1997M01,10480,Tomatoes per kg.,IEP,1.47
CPM08,National Average Price,199701,1997M01,10490,Onions per kg.,IEP,0.544
CPM08,National Average Price,199701,1997M01,10510,Broccoli per kg.,IEP,1.857
CPM08,National Average Price,199701,1997M01,10530,Carrots per kg.,IEP,0.547
CPM08,National Average Price,199701,1997M01,10540,Mushrooms per kg.,IEP,2.697
CPM08,National Average Price,199701,1997M01,10730,Fresh pasteurised milk per litre,IEP,0.63
CPM08,National Average Price,199701,1997M01,10800,Irish cheddar per kg.,IEP,5.758
CPM08,National Average Price,199701,1997M01,10820,Butter per lb.,IEP,1.6
CPM08,National Average Price,199701,1997M01,10880,Large (size 2) eggs per dozen,IEP,1.483
CPM08,National Average Price,199701,1997M01,10890,Medium (size 3) eggs per dozen,IEP,1.336
CPM08,National Average Price,199701,1997M01,10900,"Bread white sliced, large (800g)",IEP,0.732
CPM08,National Average Price,199701,1997M01,10910,"Bread brown sliced, large (800g)",IEP,0.816
CPM08,National Average Price,199701,1997M01,10920,"Bread white sliced, small (400g)",IEP,0.549
CPM08,National Average Price,199701,1997M01,11020,"White, plain flour per 2 kgs.",IEP,0.951
CPM08,National Average Price,199701,1997M01,11030,"White, self-raising flour per 2 kgs.",IEP,0.955
CPM08,National Average Price,199701,1997M01,11040,"Brown, wholemeal flour per 2 kgs.",IEP,0.987
CPM08,National Average Price,199701,1997M01,11080,White granulated sugar per kg.,IEP,0.887
CPM08,National Average Price,199701,1997M01,11310,Jam per lb.,IEP,1.012
CPM08,National Average Price,199701,1997M01,11320,Honey per lb.,IEP,1.59
CPM08,National Average Price,199701,1997M01,11330,Marmalade per lb.,IEP,1.003
CPM08,National Average Price,199701,1997M01,11580,Stout - take home (6 x 250ml),IEP,3.982
CPM08,National Average Price,199701,1997M01,11590,Lager - take home (4 x 330ml),IEP,3.923
CPM08,National Average Price,199701,1997M01,11610,Ale - take home (6 x 250ml),IEP,3.862
CPM08,National Average Price,199701,1997M01,11620,Cider - take home ( 500ml can),IEP,1.227
CPM08,National Average Price,199701,1997M01,11630,Whiskey - take home (70cl bottle),IEP,13.159
CPM08,National Average Price,199701,1997M01,11640,Brandy - take home (70cl bottle),IEP,17.434
CPM08,National Average Price,199701,1997M01,11650,Vodka - take home (70cl bottle),IEP,12.022
CPM08,National Average Price,199701,1997M01,11660,Sherry - take home (75cl bottle),IEP,7.678
CPM08,National Average Price,199701,1997M01,11690,Stout - draught bar (1 pint),IEP,1.98
CPM08,National Average Price,199701,1997M01,11700,Lager - draught lounge (1/2 pint),IEP,1.245
CPM08,National Average Price,199701,1997M01,11710,Lager - draught lounge (1 pint),IEP,2.184
CPM08,National Average Price,199701,1997M01,11720,Lager - bottled bar (330ml bottle),IEP,2.085
CPM08,National Average Price,199701,1997M01,11730,Ale - draught bar (1/2 pint),IEP,1.154
CPM08,National Average Price,199701,1997M01,11740,Ale - draught bar (1 pint),IEP,2.015
CPM08,National Average Price,199701,1997M01,11750,Cider - bar (330ml bottle),IEP,2.206
CPM08,National Average Price,199701,1997M01,11810,"Plain cigarettes, standard size per 20 pk.",IEP,2.898
CPM08,National Average Price,199701,1997M01,11820,"Filtered cigarettes, standard size per 20 pk.",IEP,2.907
CPM08,National Average Price,199701,1997M01,30430,Leaded petrol per ltr.,IEP,0.646
CPM08,National Average Price,199701,1997M01,30440,Petrol - unleaded per ltr.,IEP,0.603
CPM08,National Average Price,199701,1997M01,30450,Liquid petroleum gas per ltr.,IEP,0.377
CPM08,National Average Price,199701,1997M01,30460,Diesel per ltr.,IEP,0.58
CPM08,National Average Price,199702,1997M02,10010,Round steak per kg.,IEP,6.175
CPM08,National Average Price,199702,1997M02,10020,Sirloin steak per kg.,IEP,8.276
CPM08,National Average Price,199702,1997M02,10030,Rib steak per kg.,IEP,4.077
CPM08,National Average Price,199702,1997M02,10040,Leg beef (boneless) per kg.,IEP,4.252
CPM08,National Average Price,199702,1997M02,10050,Brisket pot roast per kg.,IEP,4.041
CPM08,National Average Price,199702,1997M02,10070,Lamb whole leg per kg.,IEP,5.931
CPM08,National Average Price,199702,1997M02,10080,Lamb loin chops per kg.,IEP,8.745
CPM08,National Average Price,199702,1997M02,10090,Lamb gigot chops per kg.,IEP,6.144
CPM08,National Average Price,199702,1997M02,10100,Lamb - neck per kg.,IEP,2.602
CPM08,National Average Price,199702,1997M02,10110,Lambs liver per kg.,IEP,3.409
CPM08,National Average Price,199702,1997M02,10120,Whole leg of pork per kg.,IEP,3.842
CPM08,National Average Price,199702,1997M02,10130,Pork loin chops per kg.,IEP,5.766
CPM08,National Average Price,199702,1997M02,10140,Shoulder roast of pork per kg.,IEP,3.27
CPM08,National Average Price,199702,1997M02,10150,Pork steak per kg.,IEP,8.258
CPM08,National Average Price,199702,1997M02,10160,Best back rashers per kg.,IEP,6.317
CPM08,National Average Price,199702,1997M02,10170,Streaky rashers per kg.,IEP,3.781
CPM08,National Average Price,199702,1997M02,10180,Ham fillet per kg.,IEP,5.698
CPM08,National Average Price,199702,1997M02,10240,Cooked ham per kg.,IEP,8.208
CPM08,National Average Price,199702,1997M02,10260,Pork sausages per kg.,IEP,2.877
CPM08,National Average Price,199702,1997M02,10270,Black pudding per kg.,IEP,2.909
CPM08,National Average Price,199702,1997M02,10280,Fillet of whiting per kg.,IEP,3.786
CPM08,National Average Price,199702,1997M02,10290,Cod cutlets per kg.,IEP,5.935
CPM08,National Average Price,199702,1997M02,10310,Fillet of plaice per kg.,IEP,8.049
CPM08,National Average Price,199702,1997M02,10340,Smoked kippers per kg.,IEP,3.48
CPM08,National Average Price,199702,1997M02,10460,Potatoes per 5lbs,IEP,0.927
CPM08,National Average Price,199702,1997M02,10470,Potatoes 10 kg.,IEP,2.625
CPM08,National Average Price,199702,1997M02,10480,Tomatoes per kg.,IEP,1.431
CPM08,National Average Price,199702,1997M02,10490,Onions per kg.,IEP,0.519
CPM08,National Average Price,199702,1997M02,10510,Broccoli per kg.,IEP,1.705
CPM08,National Average Price,199702,1997M02,10530,Carrots per kg.,IEP,0.562
CPM08,National Average Price,199702,1997M02,10540,Mushrooms per kg.,IEP,2.821
CPM08,National Average Price,199702,1997M02,10730,Fresh pasteurised milk per litre,IEP,0.629
CPM08,National Average Price,199702,1997M02,10800,Irish cheddar per kg.,IEP,5.69
CPM08,National Average Price,199702,1997M02,10820,Butter per lb.,IEP,1.6
CPM08,National Average Price,199702,1997M02,10880,Large (size 2) eggs per dozen,IEP,1.508
CPM08,National Average Price,199702,1997M02,10890,Medium (size 3) eggs per dozen,IEP,1.383
CPM08,National Average Price,199702,1997M02,10900,"Bread white sliced, large (800g)",IEP,0.737
CPM08,National Average Price,199702,1997M02,10910,"Bread brown sliced, large (800g)",IEP,0.815
CPM08,National Average Price,199702,1997M02,10920,"Bread white sliced, small (400g)",IEP,0.55
CPM08,National Average Price,199702,1997M02,11020,"White, plain flour per 2 kgs.",IEP,0.949
CPM08,National Average Price,199702,1997M02,11030,"White, self-raising flour per 2 kgs.",IEP,0.959
CPM08,National Average Price,199702,1997M02,11040,"Brown, wholemeal flour per 2 kgs.",IEP,0.99
CPM08,National Average Price,199702,1997M02,11080,White granulated sugar per kg.,IEP,0.887
CPM08,National Average Price,199702,1997M02,11310,Jam per lb.,IEP,1.016
CPM08,National Average Price,199702,1997M02,11320,Honey per lb.,IEP,1.575
CPM08,National Average Price,199702,1997M02,11330,Marmalade per lb.,IEP,1.006
CPM08,National Average Price,199702,1997M02,11580,Stout - take home (6 x 250ml),IEP,3.985
CPM08,National Average Price,199702,1997M02,11590,Lager - take home (4 x 330ml),IEP,3.937
CPM08,National Average Price,199702,1997M02,11610,Ale - take home (6 x 250ml),IEP,3.849
CPM08,National Average Price,199702,1997M02,11620,Cider - take home ( 500ml can),IEP,1.24
CPM08,National Average Price,199702,1997M02,11630,Whiskey - take home (70cl bottle),IEP,13.206
CPM08,National Average Price,199702,1997M02,11640,Brandy - take home (70cl bottle),IEP,17.564
CPM08,National Average Price,199702,1997M02,11650,Vodka - take home (70cl bottle),IEP,12.022
CPM08,National Average Price,199702,1997M02,11660,Sherry - take home (75cl bottle),IEP,7.787
CPM08,National Average Price,199702,1997M02,11690,Stout - draught bar (1 pint),IEP,1.984
CPM08,National Average Price,199702,1997M02,11700,Lager - draught lounge (1/2 pint),IEP,1.243
CPM08,National Average Price,199702,1997M02,11710,Lager - draught lounge (1 pint),IEP,2.188
CPM08,National Average Price,199702,1997M02,11720,Lager - bottled bar (330ml bottle),IEP,2.108
CPM08,National Average Price,199702,1997M02,11730,Ale - draught bar (1/2 pint),IEP,1.156
CPM08,National Average Price,199702,1997M02,11740,Ale - draught bar (1 pint),IEP,2.013
CPM08,National Average Price,199702,1997M02,11750,Cider - bar (330ml bottle),IEP,2.198
CPM08,National Average Price,199702,1997M02,11810,"Plain cigarettes, standard size per 20 pk.",IEP,2.971
CPM08,National Average Price,199702,1997M02,11820,"Filtered cigarettes, standard size per 20 pk.",IEP,2.977
CPM08,National Average Price,199702,1997M02,30430,Leaded petrol per ltr.,IEP,0.665
CPM08,National Average Price,199702,1997M02,30440,Petrol - unleaded per ltr.,IEP,0.618
CPM08,National Average Price,199702,1997M02,30450,Liquid petroleum gas per ltr.,IEP,0.379
CPM08,National Average Price,199702,1997M02,30460,Diesel per ltr.,IEP,0.591
CPM08,National Average Price,199703,1997M03,10010,Round steak per kg.,IEP,6.059
CPM08,National Average Price,199703,1997M03,10020,Sirloin steak per kg.,IEP,8.124
CPM08,National Average Price,199703,1997M03,10030,Rib steak per kg.,IEP,4.092
CPM08,National Average Price,199703,1997M03,10040,Leg beef (boneless) per kg.,IEP,4.219
CPM08,National Average Price,199703,1997M03,10050,Brisket pot roast per kg.,IEP,4.067
CPM08,National Average Price,199703,1997M03,10070,Lamb whole leg per kg.,IEP,5.912
CPM08,National Average Price,199703,1997M03,10080,Lamb loin chops per kg.,IEP,8.814
CPM08,National Average Price,199703,1997M03,10090,Lamb gigot chops per kg.,IEP,6.121
CPM08,National Average Price,199703,1997M03,10100,Lamb - neck per kg.,IEP,2.61
CPM08,National Average Price,199703,1997M03,10110,Lambs liver per kg.,IEP,3.401
CPM08,National Average Price,199703,1997M03,10120,Whole leg of pork per kg.,IEP,3.849
CPM08,National Average Price,199703,1997M03,10130,Pork loin chops per kg.,IEP,5.821
CPM08,National Average Price,199703,1997M03,10140,Shoulder roast of pork per kg.,IEP,3.31
CPM08,National Average Price,199703,1997M03,10150,Pork steak per kg.,IEP,8.438
CPM08,National Average Price,199703,1997M03,10160,Best back rashers per kg.,IEP,6.351
CPM08,National Average Price,199703,1997M03,10170,Streaky rashers per kg.,IEP,3.928
CPM08,National Average Price,199703,1997M03,10180,Ham fillet per kg.,IEP,5.647
CPM08,National Average Price,199703,1997M03,10240,Cooked ham per kg.,IEP,8.221
CPM08,National Average Price,199703,1997M03,10260,Pork sausages per kg.,IEP,2.909
CPM08,National Average Price,199703,1997M03,10270,Black pudding per kg.,IEP,2.92
CPM08,National Average Price,199703,1997M03,10280,Fillet of whiting per kg.,IEP,4.388
CPM08,National Average Price,199703,1997M03,10290,Cod cutlets per kg.,IEP,6.363
CPM08,National Average Price,199703,1997M03,10310,Fillet of plaice per kg.,IEP,8.199
CPM08,National Average Price,199703,1997M03,10340,Smoked kippers per kg.,IEP,3.542
CPM08,National Average Price,199703,1997M03,10460,Potatoes per 5lbs,IEP,0.936
CPM08,National Average Price,199703,1997M03,10470,Potatoes 10 kg.,IEP,2.625
CPM08,National Average Price,199703,1997M03,10480,Tomatoes per kg.,IEP,1.489
CPM08,National Average Price,199703,1997M03,10490,Onions per kg.,IEP,0.527
CPM08,National Average Price,199703,1997M03,10510,Broccoli per kg.,IEP,1.539
CPM08,National Average Price,199703,1997M03,10530,Carrots per kg.,IEP,0.599
CPM08,National Average Price,199703,1997M03,10540,Mushrooms per kg.,IEP,2.837
CPM08,National Average Price,199703,1997M03,10730,Fresh pasteurised milk per litre,IEP,0.629
CPM08,National Average Price,199703,1997M03,10800,Irish cheddar per kg.,IEP,5.748
CPM08,National Average Price,199703,1997M03,10820,Butter per lb.,IEP,1.6
CPM08,National Average Price,199703,1997M03,10880,Large (size 2) eggs per dozen,IEP,1.569
CPM08,National Average Price,199703,1997M03,10890,Medium (size 3) eggs per dozen,IEP,1.383
CPM08,National Average Price,199703,1997M03,10900,"Bread white sliced, large (800g)",IEP,0.739
CPM08,National Average Price,199703,1997M03,10910,"Bread brown sliced, large (800g)",IEP,0.818
CPM08,National Average Price,199703,1997M03,10920,"Bread white sliced, small (400g)",IEP,0.55
CPM08,National Average Price,199703,1997M03,11020,"White, plain flour per 2 kgs.",IEP,0.951
CPM08,National Average Price,199703,1997M03,11030,"White, self-raising flour per 2 kgs.",IEP,0.954
CPM08,National Average Price,199703,1997M03,11040,"Brown, wholemeal flour per 2 kgs.",IEP,0.989
CPM08,National Average Price,199703,1997M03,11080,White granulated sugar per kg.,IEP,0.887
CPM08,National Average Price,199703,1997M03,11310,Jam per lb.,IEP,1.019
CPM08,National Average Price,199703,1997M03,11320,Honey per lb.,IEP,1.598
CPM08,National Average Price,199703,1997M03,11330,Marmalade per lb.,IEP,1.019
CPM08,National Average Price,199703,1997M03,11580,Stout - take home (6 x 250ml),IEP,3.983
CPM08,National Average Price,199703,1997M03,11590,Lager - take home (4 x 330ml),IEP,3.968
CPM08,National Average Price,199703,1997M03,11610,Ale - take home (6 x 250ml),IEP,3.868
CPM08,National Average Price,199703,1997M03,11620,Cider - take home ( 500ml can),IEP,1.223
CPM08,National Average Price,199703,1997M03,11630,Whiskey - take home (70cl bottle),IEP,13.249
CPM08,National Average Price,199703,1997M03,11640,Brandy - take home (70cl bottle),IEP,17.822
CPM08,National Average Price,199703,1997M03,11650,Vodka - take home (70cl bottle),IEP,11.982
CPM08,National Average Price,199703,1997M03,11660,Sherry - take home (75cl bottle),IEP,7.867
CPM08,National Average Price,199703,1997M03,11690,Stout - draught bar (1 pint),IEP,1.981
CPM08,National Average Price,199703,1997M03,11700,Lager - draught lounge (1/2 pint),IEP,1.247
CPM08,National Average Price,199703,1997M03,11710,Lager - draught lounge (1 pint),IEP,2.184
CPM08,National Average Price,199703,1997M03,11720,Lager - bottled bar (330ml bottle),IEP,2.096
CPM08,National Average Price,199703,1997M03,11730,Ale - draught bar (1/2 pint),IEP,1.157
CPM08,National Average Price,199703,1997M03,11740,Ale - draught bar (1 pint),IEP,2.014
CPM08,National Average Price,199703,1997M03,11750,Cider - bar (330ml bottle),IEP,2.204
CPM08,National Average Price,199703,1997M03,11810,"Plain cigarettes, standard size per 20 pk.",IEP,2.972
CPM08,National Average Price,199703,1997M03,11820,"Filtered cigarettes, standard size per 20 pk.",IEP,2.979
CPM08,National Average Price,199703,1997M03,30430,Leaded petrol per ltr.,IEP,0.666
CPM08,National Average Price,199703,1997M03,30440,Petrol - unleaded per ltr.,IEP,0.62
CPM08,National Average Price,199703,1997M03,30450,Liquid petroleum gas per ltr.,IEP,0.382
CPM08,National Average Price,199703,1997M03,30460,Diesel per ltr.,IEP,0.583
CPM08,National Average Price,199704,1997M04,10010,Round steak per kg.,IEP,6.161
CPM08,National Average Price,199704,1997M04,10020,Sirloin steak per kg.,IEP,8.503
CPM08,National Average Price,199704,1997M04,10030,Rib steak per kg.,IEP,4.047
CPM08,National Average Price,199704,1997M04,10040,Leg beef (boneless) per kg.,IEP,4.283
CPM08,National Average Price,199704,1997M04,10050,Brisket pot roast per kg.,IEP,4.053
CPM08,National Average Price,199704,1997M04,10070,Lamb whole leg per kg.,IEP,6.242
CPM08,National Average Price,199704,1997M04,10080,Lamb loin chops per kg.,IEP,9.169
CPM08,National Average Price,199704,1997M04,10090,Lamb gigot chops per kg.,IEP,6.456
CPM08,National Average Price,199704,1997M04,10100,Lamb - neck per kg.,IEP,2.568
CPM08,National Average Price,199704,1997M04,10110,Lambs liver per kg.,IEP,3.471
CPM08,National Average Price,199704,1997M04,10120,Whole leg of pork per kg.,IEP,3.82
CPM08,National Average Price,199704,1997M04,10130,Pork loin chops per kg.,IEP,5.773
CPM08,National Average Price,199704,1997M04,10140,Shoulder roast of pork per kg.,IEP,3.329
CPM08,National Average Price,199704,1997M04,10150,Pork steak per kg.,IEP,8.4
CPM08,National Average Price,199704,1997M04,10160,Best back rashers per kg.,IEP,6.372
CPM08,National Average Price,199704,1997M04,10170,Streaky rashers per kg.,IEP,3.951
CPM08,National Average Price,199704,1997M04,10180,Ham fillet per kg.,IEP,5.717
CPM08,National Average Price,199704,1997M04,10240,Cooked ham per kg.,IEP,8.208
CPM08,National Average Price,199704,1997M04,10260,Pork sausages per kg.,IEP,2.904
CPM08,National Average Price,199704,1997M04,10270,Black pudding per kg.,IEP,2.928
CPM08,National Average Price,199704,1997M04,10280,Fillet of whiting per kg.,IEP,4.353
CPM08,National Average Price,199704,1997M04,10290,Cod cutlets per kg.,IEP,6.315
CPM08,National Average Price,199704,1997M04,10310,Fillet of plaice per kg.,IEP,8.148
CPM08,National Average Price,199704,1997M04,10340,Smoked kippers per kg.,IEP,3.546
CPM08,National Average Price,199704,1997M04,10460,Potatoes per 5lbs,IEP,0.917
CPM08,National Average Price,199704,1997M04,10470,Potatoes 10 kg.,IEP,2.588
CPM08,National Average Price,199704,1997M04,10480,Tomatoes per kg.,IEP,1.847
CPM08,National Average Price,199704,1997M04,10490,Onions per kg.,IEP,0.548
CPM08,National Average Price,199704,1997M04,10510,Broccoli per kg.,IEP,1.946
CPM08,National Average Price,199704,1997M04,10530,Carrots per kg.,IEP,0.607
CPM08,National Average Price,199704,1997M04,10540,Mushrooms per kg.,IEP,2.927
CPM08,National Average Price,199704,1997M04,10730,Fresh pasteurised milk per litre,IEP,0.629
CPM08,National Average Price,199704,1997M04,10800,Irish cheddar per kg.,IEP,5.716
CPM08,National Average Price,199704,1997M04,10820,Butter per lb.,IEP,1.601
CPM08,National Average Price,199704,1997M04,10880,Large (size 2) eggs per dozen,IEP,1.579
CPM08,National Average Price,199704,1997M04,10890,Medium (size 3) eggs per dozen,IEP,1.394
CPM08,National Average Price,199704,1997M04,10900,"Bread white sliced, large (800g)",IEP,0.738
CPM08,National Average Price,199704,1997M04,10910,"Bread brown sliced, large (800g)",IEP,0.82
CPM08,National Average Price,199704,1997M04,10920,"Bread white sliced, small (400g)",IEP,0.55
CPM08,National Average Price,199704,1997M04,11020,"White, plain flour per 2 kgs.",IEP,0.951
CPM08,National Average Price,199704,1997M04,11030,"White, self-raising flour per 2 kgs.",IEP,0.954
CPM08,National Average Price,199704,1997M04,11040,"Brown, wholemeal flour per 2 kgs.",IEP,0.985
CPM08,National Average Price,199704,1997M04,11080,White granulated sugar per kg.,IEP,0.888
CPM08,National Average Price,199704,1997M04,11310,Jam per lb.,IEP,1.013
CPM08,National Average Price,199704,1997M04,11320,Honey per lb.,IEP,1.633
CPM08,National Average Price,199704,1997M04,11330,Marmalade per lb.,IEP,1.018
CPM08,National Average Price,199704,1997M04,11580,Stout - take home (6 x 250ml),IEP,3.977
CPM08,National Average Price,199704,1997M04,11590,Lager - take home (4 x 330ml),IEP,3.958
CPM08,National Average Price,199704,1997M04,11610,Ale - take home (6 x 250ml),IEP,3.93
CPM08,National Average Price,199704,1997M04,11620,Cider - take home ( 500ml can),IEP,1.232
CPM08,National Average Price,199704,1997M04,11630,Whiskey - take home (70cl bottle),IEP,13.202
CPM08,National Average Price,199704,1997M04,11640,Brandy - take home (70cl bottle),IEP,17.884
CPM08,National Average Price,199704,1997M04,11650,Vodka - take home (70cl bottle),IEP,12.027
CPM08,National Average Price,199704,1997M04,11660,Sherry - take home (75cl bottle),IEP,7.895
CPM08,National Average Price,199704,1997M04,11690,Stout - draught bar (1 pint),IEP,1.977
CPM08,National Average Price,199704,1997M04,11700,Lager - draught lounge (1/2 pint),IEP,1.25
CPM08,National Average Price,199704,1997M04,11710,Lager - draught lounge (1 pint),IEP,2.186
CPM08,National Average Price,199704,1997M04,11720,Lager - bottled bar (330ml bottle),IEP,2.108
CPM08,National Average Price,199704,1997M04,11730,Ale - draught bar (1/2 pint),IEP,1.157
CPM08,National Average Price,199704,1997M04,11740,Ale - draught bar (1 pint),IEP,2.011
CPM08,National Average Price,199704,1997M04,11750,Cider - bar (330ml bottle),IEP,2.206
CPM08,National Average Price,199704,1997M04,11810,"Plain cigarettes, standard size per 20 pk.",IEP,2.964
CPM08,National Average Price,199704,1997M04,11820,"Filtered cigarettes, standard size per 20 pk.",IEP,2.978
CPM08,National Average Price,199704,1997M04,30430,Leaded petrol per ltr.,IEP,0.667
CPM08,National Average Price,199704,1997M04,30440,Petrol - unleaded per ltr.,IEP,0.618
CPM08,National Average Price,199704,1997M04,30450,Liquid petroleum gas per ltr.,IEP,0.379
CPM08,National Average Price,199704,1997M04,30460,Diesel per ltr.,IEP,0.574
CPM08,National Average Price,199705,1997M05,10010,Round steak per kg.,IEP,6.138
CPM08,National Average Price,199705,1997M05,10020,Sirloin steak per kg.,IEP,8.397
CPM08,National Average Price,199705,1997M05,10030,Rib steak per kg.,IEP,3.946
CPM08,National Average Price,199705,1997M05,10040,Leg beef (boneless) per kg.,IEP,4.268
CPM08,National Average Price,199705,1997M05,10050,Brisket pot roast per kg.,IEP,4.055
CPM08,National Average Price,199705,1997M05,10070,Lamb whole leg per kg.,IEP,6.78
CPM08,National Average Price,199705,1997M05,10080,Lamb loin chops per kg.,IEP,9.154
CPM08,National Average Price,199705,1997M05,10090,Lamb gigot chops per kg.,IEP,6.347
CPM08,National Average Price,199705,1997M05,10100,Lamb - neck per kg.,IEP,2.53
CPM08,National Average Price,199705,1997M05,10110,Lambs liver per kg.,IEP,3.448
CPM08,National Average Price,199705,1997M05,10120,Whole leg of pork per kg.,IEP,4.026
CPM08,National Average Price,199705,1997M05,10130,Pork loin chops per kg.,IEP,6.138
CPM08,National Average Price,199705,1997M05,10140,Shoulder roast of pork per kg.,IEP,3.417
CPM08,National Average Price,199705,1997M05,10150,Pork steak per kg.,IEP,8.606
CPM08,National Average Price,199705,1997M05,10160,Best back rashers per kg.,IEP,6.592
CPM08,National Average Price,199705,1997M05,10170,Streaky rashers per kg.,IEP,4.142
CPM08,National Average Price,199705,1997M05,10180,Ham fillet per kg.,IEP,5.795
CPM08,National Average Price,199705,1997M05,10240,Cooked ham per kg.,IEP,8.431
CPM08,National Average Price,199705,1997M05,10260,Pork sausages per kg.,IEP,2.98
CPM08,National Average Price,199705,1997M05,10270,Black pudding per kg.,IEP,2.988
CPM08,National Average Price,199705,1997M05,10280,Fillet of whiting per kg.,IEP,4.408
CPM08,National Average Price,199705,1997M05,10290,Cod cutlets per kg.,IEP,6.434
CPM08,National Average Price,199705,1997M05,10310,Fillet of plaice per kg.,IEP,8.197
CPM08,National Average Price,199705,1997M05,10340,Smoked kippers per kg.,IEP,3.598
CPM08,National Average Price,199705,1997M05,10460,Potatoes per 5lbs,IEP,0.948
CPM08,National Average Price,199705,1997M05,10470,Potatoes 10 kg.,IEP,2.681
CPM08,National Average Price,199705,1997M05,10480,Tomatoes per kg.,IEP,1.667
CPM08,National Average Price,199705,1997M05,10490,Onions per kg.,IEP,0.585
CPM08,National Average Price,199705,1997M05,10510,Broccoli per kg.,IEP,1.77
CPM08,National Average Price,199705,1997M05,10530,Carrots per kg.,IEP,0.662
CPM08,National Average Price,199705,1997M05,10540,Mushrooms per kg.,IEP,2.955
CPM08,National Average Price,199705,1997M05,10730,Fresh pasteurised milk per litre,IEP,0.629
CPM08,National Average Price,199705,1997M05,10800,Irish cheddar per kg.,IEP,5.753
CPM08,National Average Price,199705,1997M05,10820,Butter per lb.,IEP,1.603
CPM08,National Average Price,199705,1997M05,10880,Large (size 2) eggs per dozen,IEP,1.588
CPM08,National Average Price,199705,1997M05,10890,Medium (size 3) eggs per dozen,IEP,1.405
CPM08,National Average Price,199705,1997M05,10900,"Bread white sliced, large (800g)",IEP,0.738
CPM08,National Average Price,199705,1997M05,10910,"Bread brown sliced, large (800g)",IEP,0.815
CPM08,National Average Price,199705,1997M05,10920,"Bread white sliced, small (400g)",IEP,0.551
CPM08,National Average Price,199705,1997M05,11020,"White, plain flour per 2 kgs.",IEP,0.947
CPM08,National Average Price,199705,1997M05,11030,"White, self-raising flour per 2 kgs.",IEP,0.956
CPM08,National Average Price,199705,1997M05,11040,"Brown, wholemeal flour per 2 kgs.",IEP,0.985
CPM08,National Average Price,199705,1997M05,11080,White granulated sugar per kg.,IEP,0.889
CPM08,National Average Price,199705,1997M05,11310,Jam per lb.,IEP,1.017
CPM08,National Average Price,199705,1997M05,11320,Honey per lb.,IEP,1.617
CPM08,National Average Price,199705,1997M05,11330,Marmalade per lb.,IEP,1.02
CPM08,National Average Price,199705,1997M05,11580,Stout - take home (6 x 250ml),IEP,4.003
CPM08,National Average Price,199705,1997M05,11590,Lager - take home (4 x 330ml),IEP,3.97
CPM08,National Average Price,199705,1997M05,11610,Ale - take home (6 x 250ml),IEP,3.954
CPM08,National Average Price,199705,1997M05,11620,Cider - take home ( 500ml can),IEP,1.241
CPM08,National Average Price,199705,1997M05,11630,Whiskey - take home (70cl bottle),IEP,13.18
CPM08,National Average Price,199705,1997M05,11640,Brandy - take home (70cl bottle),IEP,17.911
CPM08,National Average Price,199705,1997M05,11650,Vodka - take home (70cl bottle),IEP,12.044
CPM08,National Average Price,199705,1997M05,11660,Sherry - take home (75cl bottle),IEP,7.947
CPM08,National Average Price,199705,1997M05,11690,Stout - draught bar (1 pint),IEP,1.976
