STATISTIC,Statistic2,TLIST(M1),Month,C02438V02948,Consumer Item,UNIT,VALUE
CPM08,National Average Price,199902,1999M02,30450,Liquid petroleum gas per ltr.,IEP,0.373
CPM08,National Average Price,199902,1999M02,30460,Diesel per ltr.,IEP,0.526
CPM08,National Average Price,199903,1999M03,10010,Round steak per kg.,IEP,6.084
CPM08,National Average Price,199903,1999M03,10020,Sirloin steak per kg.,IEP,8.204
CPM08,National Average Price,199903,1999M03,10030,Rib steak per kg.,IEP,3.923
CPM08,National Average Price,199903,1999M03,10040,Leg beef (boneless) per kg.,IEP,4.211
CPM08,National Average Price,199903,1999M03,10050,Brisket pot roast per kg.,IEP,4.017
CPM08,National Average Price,199903,1999M03,10070,Lamb whole leg per kg.,IEP,5.534
CPM08,National Average Price,199903,1999M03,10080,Lamb loin chops per kg.,IEP,7.863
CPM08,National Average Price,199903,1999M03,10090,Lamb gigot chops per kg.,IEP,5.676
CPM08,National Average Price,199903,1999M03,10100,Lamb - neck per kg.,IEP,2.772
CPM08,National Average Price,199903,1999M03,10110,Lambs liver per kg.,IEP,3.329
CPM08,National Average Price,199903,1999M03,10120,Whole leg of pork per kg.,IEP,3.786
CPM08,National Average Price,199903,1999M03,10130,Pork loin chops per kg.,IEP,5.683
CPM08,National Average Price,199903,1999M03,10140,Shoulder roast of pork per kg.,IEP,3.042
CPM08,National Average Price,199903,1999M03,10150,Pork steak per kg.,IEP,7.868
CPM08,National Average Price,199903,1999M03,10160,Best back rashers per kg.,IEP,6.345
CPM08,National Average Price,199903,1999M03,10170,Streaky rashers per kg.,IEP,4.337
CPM08,National Average Price,199903,1999M03,10180,Ham fillet per kg.,IEP,5.626
CPM08,National Average Price,199903,1999M03,10240,Cooked ham per kg.,IEP,8.729
CPM08,National Average Price,199903,1999M03,10260,Pork sausages per kg.,IEP,3.066
CPM08,National Average Price,199903,1999M03,10270,Black pudding per kg.,IEP,3.049
CPM08,National Average Price,199903,1999M03,10280,Fillet of whiting per kg.,IEP,4.927
CPM08,National Average Price,199903,1999M03,10290,Cod cutlets per kg.,IEP,7.569
CPM08,National Average Price,199903,1999M03,10310,Fillet of plaice per kg.,IEP,9.116
CPM08,National Average Price,199903,1999M03,10340,Smoked kippers per kg.,IEP,4.473
CPM08,National Average Price,199903,1999M03,10460,Potatoes per 5lbs,IEP,1.859
CPM08,National Average Price,199903,1999M03,10470,Potatoes 10 kg.,IEP,5.565
CPM08,National Average Price,199903,1999M03,10480,Tomatoes per kg.,IEP,1.66
CPM08,National Average Price,199903,1999M03,10490,Onions per kg.,IEP,0.69
CPM08,National Average Price,199903,1999M03,10510,Broccoli per kg.,IEP,1.762
CPM08,National Average Price,199903,1999M03,10530,Carrots per kg.,IEP,0.808
CPM08,National Average Price,199903,1999M03,10540,Mushrooms per kg.,IEP,3.114
CPM08,National Average Price,199903,1999M03,10730,Fresh pasteurised milk per litre,IEP,0.628
CPM08,National Average Price,199903,1999M03,10800,Irish cheddar per kg.,IEP,5.877
CPM08,National Average Price,199903,1999M03,10820,Butter per lb.,IEP,1.591
CPM08,National Average Price,199903,1999M03,10880,Large (size 2) eggs per dozen,IEP,1.645
CPM08,National Average Price,199903,1999M03,10890,Medium (size 3) eggs per dozen,IEP,1.4
CPM08,National Average Price,199903,1999M03,10900,"Bread white sliced, large (800g)",IEP,0.749
CPM08,National Average Price,199903,1999M03,10910,"Bread brown sliced, large (800g)",IEP,0.837
CPM08,National Average Price,199903,1999M03,10920,"Bread white sliced, small (400g)",IEP,0.558
CPM08,National Average Price,199903,1999M03,11020,"White, plain flour per 2 kgs.",IEP,0.92
CPM08,National Average Price,199903,1999M03,11030,"White, self-raising flour per 2 kgs.",IEP,0.935
CPM08,National Average Price,199903,1999M03,11040,"Brown, wholemeal flour per 2 kgs.",IEP,0.984
CPM08,National Average Price,199903,1999M03,11080,White granulated sugar per kg.,IEP,0.893
CPM08,National Average Price,199903,1999M03,11310,Jam per lb.,IEP,1.077
CPM08,National Average Price,199903,1999M03,11320,Honey per lb.,IEP,1.777
CPM08,National Average Price,199903,1999M03,11330,Marmalade per lb.,IEP,1.068
CPM08,National Average Price,199903,1999M03,11580,Stout - take home (6 x 250ml),IEP,4.159
CPM08,National Average Price,199903,1999M03,11590,Lager - take home (4 x 330ml),IEP,4.182
CPM08,National Average Price,199903,1999M03,11610,Ale - take home (6 x 250ml),IEP,4.201
CPM08,National Average Price,199903,1999M03,11620,Cider - take home ( 500ml can),IEP,1.232
CPM08,National Average Price,199903,1999M03,11630,Whiskey - take home (70cl bottle),IEP,13.635
CPM08,National Average Price,199903,1999M03,11640,Brandy - take home (70cl bottle),IEP,18.426
CPM08,National Average Price,199903,1999M03,11650,Vodka - take home (70cl bottle),IEP,12.174
CPM08,National Average Price,199903,1999M03,11660,Sherry - take home (75cl bottle),IEP,8.039
CPM08,National Average Price,199903,1999M03,11690,Stout - draught bar (1 pint),IEP,2.096
CPM08,National Average Price,199903,1999M03,11700,Lager - draught lounge (1/2 pint),IEP,1.32
CPM08,National Average Price,199903,1999M03,11710,Lager - draught lounge (1 pint),IEP,2.319
CPM08,National Average Price,199903,1999M03,11720,Lager - bottled bar (330ml bottle),IEP,2.284
CPM08,National Average Price,199903,1999M03,11730,Ale - draught bar (1/2 pint),IEP,1.232
CPM08,National Average Price,199903,1999M03,11740,Ale - draught bar (1 pint),IEP,2.133
CPM08,National Average Price,199903,1999M03,11750,Cider - bar (330ml bottle),IEP,2.376
CPM08,National Average Price,199903,1999M03,11810,"Plain cigarettes, standard size per 20 pk.",IEP,3.172
CPM08,National Average Price,199903,1999M03,11820,"Filtered cigarettes, standard size per 20 pk.",IEP,3.144
CPM08,National Average Price,199903,1999M03,30430,Leaded petrol per ltr.,IEP,0.669
CPM08,National Average Price,199903,1999M03,30440,Petrol - unleaded per ltr.,IEP,0.552
CPM08,National Average Price,199903,1999M03,30450,Liquid petroleum gas per ltr.,IEP,0.373
CPM08,National Average Price,199903,1999M03,30460,Diesel per ltr.,IEP,0.527
CPM08,National Average Price,199904,1999M04,10010,Round steak per kg.,IEP,6.151
CPM08,National Average Price,199904,1999M04,10020,Sirloin steak per kg.,IEP,8.393
CPM08,National Average Price,199904,1999M04,10030,Rib steak per kg.,IEP,3.932
CPM08,National Average Price,199904,1999M04,10040,Leg beef (boneless) per kg.,IEP,4.228
CPM08,National Average Price,199904,1999M04,10050,Brisket pot roast per kg.,IEP,4.04
CPM08,National Average Price,199904,1999M04,10070,Lamb whole leg per kg.,IEP,6.019
CPM08,National Average Price,199904,1999M04,10080,Lamb loin chops per kg.,IEP,8.473
CPM08,National Average Price,199904,1999M04,10090,Lamb gigot chops per kg.,IEP,6.009
CPM08,National Average Price,199904,1999M04,10100,Lamb - neck per kg.,IEP,2.831
CPM08,National Average Price,199904,1999M04,10110,Lambs liver per kg.,IEP,3.411
CPM08,National Average Price,199904,1999M04,10120,Whole leg of pork per kg.,IEP,3.772
CPM08,National Average Price,199904,1999M04,10130,Pork loin chops per kg.,IEP,5.659
CPM08,National Average Price,199904,1999M04,10140,Shoulder roast of pork per kg.,IEP,3.068
CPM08,National Average Price,199904,1999M04,10150,Pork steak per kg.,IEP,7.726
CPM08,National Average Price,199904,1999M04,10160,Best back rashers per kg.,IEP,6.242
CPM08,National Average Price,199904,1999M04,10170,Streaky rashers per kg.,IEP,4.321
CPM08,National Average Price,199904,1999M04,10180,Ham fillet per kg.,IEP,5.549
CPM08,National Average Price,199904,1999M04,10240,Cooked ham per kg.,IEP,8.845
CPM08,National Average Price,199904,1999M04,10260,Pork sausages per kg.,IEP,3.071
CPM08,National Average Price,199904,1999M04,10270,Black pudding per kg.,IEP,3.048
CPM08,National Average Price,199904,1999M04,10280,Fillet of whiting per kg.,IEP,5.021
CPM08,National Average Price,199904,1999M04,10290,Cod cutlets per kg.,IEP,7.59
CPM08,National Average Price,199904,1999M04,10310,Fillet of plaice per kg.,IEP,9.209
CPM08,National Average Price,199904,1999M04,10340,Smoked kippers per kg.,IEP,4.523
CPM08,National Average Price,199904,1999M04,10460,Potatoes per 5lbs,IEP,1.884
CPM08,National Average Price,199904,1999M04,10470,Potatoes 10 kg.,IEP,5.45
CPM08,National Average Price,199904,1999M04,10480,Tomatoes per kg.,IEP,1.851
CPM08,National Average Price,199904,1999M04,10490,Onions per kg.,IEP,0.732
CPM08,National Average Price,199904,1999M04,10510,Broccoli per kg.,IEP,1.699
CPM08,National Average Price,199904,1999M04,10530,Carrots per kg.,IEP,0.876
CPM08,National Average Price,199904,1999M04,10540,Mushrooms per kg.,IEP,3.116
CPM08,National Average Price,199904,1999M04,10730,Fresh pasteurised milk per litre,IEP,0.629
CPM08,National Average Price,199904,1999M04,10800,Irish cheddar per kg.,IEP,5.894
CPM08,National Average Price,199904,1999M04,10820,Butter per lb.,IEP,1.595
CPM08,National Average Price,199904,1999M04,10880,Large (size 2) eggs per dozen,IEP,1.646
CPM08,National Average Price,199904,1999M04,10890,Medium (size 3) eggs per dozen,IEP,1.404
CPM08,National Average Price,199904,1999M04,10900,"Bread white sliced, large (800g)",IEP,0.763
CPM08,National Average Price,199904,1999M04,10910,"Bread brown sliced, large (800g)",IEP,0.857
CPM08,National Average Price,199904,1999M04,10920,"Bread white sliced, small (400g)",IEP,0.568
CPM08,National Average Price,199904,1999M04,11020,"White, plain flour per 2 kgs.",IEP,0.927
CPM08,National Average Price,199904,1999M04,11030,"White, self-raising flour per 2 kgs.",IEP,0.938
CPM08,National Average Price,199904,1999M04,11040,"Brown, wholemeal flour per 2 kgs.",IEP,0.986
CPM08,National Average Price,199904,1999M04,11080,White granulated sugar per kg.,IEP,0.896
CPM08,National Average Price,199904,1999M04,11310,Jam per lb.,IEP,1.072
CPM08,National Average Price,199904,1999M04,11320,Honey per lb.,IEP,1.792
CPM08,National Average Price,199904,1999M04,11330,Marmalade per lb.,IEP,1.062
CPM08,National Average Price,199904,1999M04,11580,Stout - take home (6 x 250ml),IEP,4.161
CPM08,National Average Price,199904,1999M04,11590,Lager - take home (4 x 330ml),IEP,4.135
CPM08,National Average Price,199904,1999M04,11610,Ale - take home (6 x 250ml),IEP,4.134
CPM08,National Average Price,199904,1999M04,11620,Cider - take home ( 500ml can),IEP,1.22
CPM08,National Average Price,199904,1999M04,11630,Whiskey - take home (70cl bottle),IEP,13.644
CPM08,National Average Price,199904,1999M04,11640,Brandy - take home (70cl bottle),IEP,18.446
CPM08,National Average Price,199904,1999M04,11650,Vodka - take home (70cl bottle),IEP,12.148
CPM08,National Average Price,199904,1999M04,11660,Sherry - take home (75cl bottle),IEP,8.063
CPM08,National Average Price,199904,1999M04,11690,Stout - draught bar (1 pint),IEP,2.12
CPM08,National Average Price,199904,1999M04,11700,Lager - draught lounge (1/2 pint),IEP,1.338
CPM08,National Average Price,199904,1999M04,11710,Lager - draught lounge (1 pint),IEP,2.341
CPM08,National Average Price,199904,1999M04,11720,Lager - bottled bar (330ml bottle),IEP,2.308
CPM08,National Average Price,199904,1999M04,11730,Ale - draught bar (1/2 pint),IEP,1.248
CPM08,National Average Price,199904,1999M04,11740,Ale - draught bar (1 pint),IEP,2.15
CPM08,National Average Price,199904,1999M04,11750,Cider - bar (330ml bottle),IEP,2.399
CPM08,National Average Price,199904,1999M04,11810,"Plain cigarettes, standard size per 20 pk.",IEP,3.209
CPM08,National Average Price,199904,1999M04,11820,"Filtered cigarettes, standard size per 20 pk.",IEP,3.179
CPM08,National Average Price,199904,1999M04,30430,Leaded petrol per ltr.,IEP,0.685
CPM08,National Average Price,199904,1999M04,30440,Petrol - unleaded per ltr.,IEP,0.572
CPM08,National Average Price,199904,1999M04,30450,Liquid petroleum gas per ltr.,IEP,0.372
CPM08,National Average Price,199904,1999M04,30460,Diesel per ltr.,IEP,0.542
CPM08,National Average Price,199905,1999M05,10010,Round steak per kg.,IEP,6.14
CPM08,National Average Price,199905,1999M05,10020,Sirloin steak per kg.,IEP,8.494
CPM08,National Average Price,199905,1999M05,10030,Rib steak per kg.,IEP,3.916
CPM08,National Average Price,199905,1999M05,10040,Leg beef (boneless) per kg.,IEP,4.2
CPM08,National Average Price,199905,1999M05,10050,Brisket pot roast per kg.,IEP,4.051
CPM08,National Average Price,199905,1999M05,10070,Lamb whole leg per kg.,IEP,6.066
CPM08,National Average Price,199905,1999M05,10080,Lamb loin chops per kg.,IEP,8.88
CPM08,National Average Price,199905,1999M05,10090,Lamb gigot chops per kg.,IEP,6.209
CPM08,National Average Price,199905,1999M05,10100,Lamb - neck per kg.,IEP,2.926
CPM08,National Average Price,199905,1999M05,10110,Lambs liver per kg.,IEP,3.441
CPM08,National Average Price,199905,1999M05,10120,Whole leg of pork per kg.,IEP,3.788
CPM08,National Average Price,199905,1999M05,10130,Pork loin chops per kg.,IEP,5.753
CPM08,National Average Price,199905,1999M05,10140,Shoulder roast of pork per kg.,IEP,3.037
CPM08,National Average Price,199905,1999M05,10150,Pork steak per kg.,IEP,7.893
CPM08,National Average Price,199905,1999M05,10160,Best back rashers per kg.,IEP,6.38
CPM08,National Average Price,199905,1999M05,10170,Streaky rashers per kg.,IEP,4.311
CPM08,National Average Price,199905,1999M05,10180,Ham fillet per kg.,IEP,5.64
CPM08,National Average Price,199905,1999M05,10240,Cooked ham per kg.,IEP,8.834
CPM08,National Average Price,199905,1999M05,10260,Pork sausages per kg.,IEP,3.089
CPM08,National Average Price,199905,1999M05,10270,Black pudding per kg.,IEP,3.047
CPM08,National Average Price,199905,1999M05,10280,Fillet of whiting per kg.,IEP,5.385
CPM08,National Average Price,199905,1999M05,10290,Cod cutlets per kg.,IEP,8.058
CPM08,National Average Price,199905,1999M05,10310,Fillet of plaice per kg.,IEP,9.205
CPM08,National Average Price,199905,1999M05,10340,Smoked kippers per kg.,IEP,4.484
CPM08,National Average Price,199905,1999M05,10460,Potatoes per 5lbs,IEP,1.876
CPM08,National Average Price,199905,1999M05,10470,Potatoes 10 kg.,IEP,5.381
CPM08,National Average Price,199905,1999M05,10480,Tomatoes per kg.,IEP,1.68
CPM08,National Average Price,199905,1999M05,10490,Onions per kg.,IEP,0.696
CPM08,National Average Price,199905,1999M05,10510,Broccoli per kg.,IEP,1.675
CPM08,National Average Price,199905,1999M05,10530,Carrots per kg.,IEP,0.906
CPM08,National Average Price,199905,1999M05,10540,Mushrooms per kg.,IEP,3.116
CPM08,National Average Price,199905,1999M05,10730,Fresh pasteurised milk per litre,IEP,0.628
CPM08,National Average Price,199905,1999M05,10800,Irish cheddar per kg.,IEP,5.869
CPM08,National Average Price,199905,1999M05,10820,Butter per lb.,IEP,1.591
CPM08,National Average Price,199905,1999M05,10880,Large (size 2) eggs per dozen,IEP,1.662
CPM08,National Average Price,199905,1999M05,10890,Medium (size 3) eggs per dozen,IEP,1.426
CPM08,National Average Price,199905,1999M05,10900,"Bread white sliced, large (800g)",IEP,0.77
CPM08,National Average Price,199905,1999M05,10910,"Bread brown sliced, large (800g)",IEP,0.862
CPM08,National Average Price,199905,1999M05,10920,"Bread white sliced, small (400g)",IEP,0.574
CPM08,National Average Price,199905,1999M05,11020,"White, plain flour per 2 kgs.",IEP,0.927
CPM08,National Average Price,199905,1999M05,11030,"White, self-raising flour per 2 kgs.",IEP,0.941
CPM08,National Average Price,199905,1999M05,11040,"Brown, wholemeal flour per 2 kgs.",IEP,0.989
CPM08,National Average Price,199905,1999M05,11080,White granulated sugar per kg.,IEP,0.894
CPM08,National Average Price,199905,1999M05,11310,Jam per lb.,IEP,1.072
CPM08,National Average Price,199905,1999M05,11320,Honey per lb.,IEP,1.78
CPM08,National Average Price,199905,1999M05,11330,Marmalade per lb.,IEP,1.062
CPM08,National Average Price,199905,1999M05,11580,Stout - take home (6 x 250ml),IEP,4.308
CPM08,National Average Price,199905,1999M05,11590,Lager - take home (4 x 330ml),IEP,4.241
CPM08,National Average Price,199905,1999M05,11610,Ale - take home (6 x 250ml),IEP,4.193
CPM08,National Average Price,199905,1999M05,11620,Cider - take home ( 500ml can),IEP,1.231
CPM08,National Average Price,199905,1999M05,11630,Whiskey - take home (70cl bottle),IEP,13.888
CPM08,National Average Price,199905,1999M05,11640,Brandy - take home (70cl bottle),IEP,18.564
CPM08,National Average Price,199905,1999M05,11650,Vodka - take home (70cl bottle),IEP,12.24
CPM08,National Average Price,199905,1999M05,11660,Sherry - take home (75cl bottle),IEP,8.045
CPM08,National Average Price,199905,1999M05,11690,Stout - draught bar (1 pint),IEP,2.154
CPM08,National Average Price,199905,1999M05,11700,Lager - draught lounge (1/2 pint),IEP,1.36
CPM08,National Average Price,199905,1999M05,11710,Lager - draught lounge (1 pint),IEP,2.376
CPM08,National Average Price,199905,1999M05,11720,Lager - bottled bar (330ml bottle),IEP,2.343
CPM08,National Average Price,199905,1999M05,11730,Ale - draught bar (1/2 pint),IEP,1.278
CPM08,National Average Price,199905,1999M05,11740,Ale - draught bar (1 pint),IEP,2.185
CPM08,National Average Price,199905,1999M05,11750,Cider - bar (330ml bottle),IEP,2.44
CPM08,National Average Price,199905,1999M05,11810,"Plain cigarettes, standard size per 20 pk.",IEP,3.219
CPM08,National Average Price,199905,1999M05,11820,"Filtered cigarettes, standard size per 20 pk.",IEP,3.19
CPM08,National Average Price,199905,1999M05,30430,Leaded petrol per ltr.,IEP,0.697
CPM08,National Average Price,199905,1999M05,30440,Petrol - unleaded per ltr.,IEP,0.588
CPM08,National Average Price,199905,1999M05,30450,Liquid petroleum gas per ltr.,IEP,0.376
CPM08,National Average Price,199905,1999M05,30460,Diesel per ltr.,IEP,0.555
CPM08,National Average Price,199906,1999M06,10010,Round steak per kg.,IEP,6.099
CPM08,National Average Price,199906,1999M06,10020,Sirloin steak per kg.,IEP,8.566
CPM08,National Average Price,199906,1999M06,10030,Rib steak per kg.,IEP,3.935
CPM08,National Average Price,199906,1999M06,10040,Leg beef (boneless) per kg.,IEP,4.222
CPM08,National Average Price,199906,1999M06,10050,Brisket pot roast per kg.,IEP,4.039
CPM08,National Average Price,199906,1999M06,10070,Lamb whole leg per kg.,IEP,6.062
CPM08,National Average Price,199906,1999M06,10080,Lamb loin chops per kg.,IEP,9.006
CPM08,National Average Price,199906,1999M06,10090,Lamb gigot chops per kg.,IEP,5.959
CPM08,National Average Price,199906,1999M06,10100,Lamb - neck per kg.,IEP,
CPM08,National Average Price,199906,1999M06,10110,Lambs liver per kg.,IEP,3.435
CPM08,National Average Price,199906,1999M06,10120,Whole leg of pork per kg.,IEP,3.758
CPM08,National Average Price,199906,1999M06,10130,Pork loin chops per kg.,IEP,5.554
CPM08,National Average Price,199906,1999M06,10140,Shoulder roast of pork per kg.,IEP,2.901
CPM08,National Average Price,199906,1999M06,10150,Pork steak per kg.,IEP,7.935
CPM08,National Average Price,199906,1999M06,10160,Best back rashers per kg.,IEP,6.36
CPM08,National Average Price,199906,1999M06,10170,Streaky rashers per kg.,IEP,4.335
CPM08,National Average Price,199906,1999M06,10180,Ham fillet per kg.,IEP,5.56
CPM08,National Average Price,199906,1999M06,10240,Cooked ham per kg.,IEP,8.878
CPM08,National Average Price,199906,1999M06,10260,Pork sausages per kg.,IEP,3.085
CPM08,National Average Price,199906,1999M06,10270,Black pudding per kg.,IEP,3.058
CPM08,National Average Price,199906,1999M06,10280,Fillet of whiting per kg.,IEP,5.38
CPM08,National Average Price,199906,1999M06,10290,Cod cutlets per kg.,IEP,8.125
CPM08,National Average Price,199906,1999M06,10310,Fillet of plaice per kg.,IEP,9.292
CPM08,National Average Price,199906,1999M06,10340,Smoked kippers per kg.,IEP,4.542
CPM08,National Average Price,199906,1999M06,10460,Potatoes per 5lbs,IEP,1.892
CPM08,National Average Price,199906,1999M06,10470,Potatoes 10 kg.,IEP,5.281
CPM08,National Average Price,199906,1999M06,10480,Tomatoes per kg.,IEP,1.49
CPM08,National Average Price,199906,1999M06,10490,Onions per kg.,IEP,0.849
CPM08,National Average Price,199906,1999M06,10510,Broccoli per kg.,IEP,1.872
CPM08,National Average Price,199906,1999M06,10530,Carrots per kg.,IEP,1.093
CPM08,National Average Price,199906,1999M06,10540,Mushrooms per kg.,IEP,3.106
CPM08,National Average Price,199906,1999M06,10730,Fresh pasteurised milk per litre,IEP,0.628
CPM08,National Average Price,199906,1999M06,10800,Irish cheddar per kg.,IEP,5.886
CPM08,National Average Price,199906,1999M06,10820,Butter per lb.,IEP,1.591
CPM08,National Average Price,199906,1999M06,10880,Large (size 2) eggs per dozen,IEP,1.684
CPM08,National Average Price,199906,1999M06,10890,Medium (size 3) eggs per dozen,IEP,1.448
CPM08,National Average Price,199906,1999M06,10900,"Bread white sliced, large (800g)",IEP,0.771
CPM08,National Average Price,199906,1999M06,10910,"Bread brown sliced, large (800g)",IEP,0.86
CPM08,National Average Price,199906,1999M06,10920,"Bread white sliced, small (400g)",IEP,0.575
CPM08,National Average Price,199906,1999M06,11020,"White, plain flour per 2 kgs.",IEP,0.932
CPM08,National Average Price,199906,1999M06,11030,"White, self-raising flour per 2 kgs.",IEP,0.94
CPM08,National Average Price,199906,1999M06,11040,"Brown, wholemeal flour per 2 kgs.",IEP,0.985
CPM08,National Average Price,199906,1999M06,11080,White granulated sugar per kg.,IEP,0.894
CPM08,National Average Price,199906,1999M06,11310,Jam per lb.,IEP,1.065
CPM08,National Average Price,199906,1999M06,11320,Honey per lb.,IEP,1.778
CPM08,National Average Price,199906,1999M06,11330,Marmalade per lb.,IEP,1.063
CPM08,National Average Price,199906,1999M06,11580,Stout - take home (6 x 250ml),IEP,4.332
CPM08,National Average Price,199906,1999M06,11590,Lager - take home (4 x 330ml),IEP,4.416
CPM08,National Average Price,199906,1999M06,11610,Ale - take home (6 x 250ml),IEP,4.204
CPM08,National Average Price,199906,1999M06,11620,Cider - take home ( 500ml can),IEP,1.248
CPM08,National Average Price,199906,1999M06,11630,Whiskey - take home (70cl bottle),IEP,13.993
CPM08,National Average Price,199906,1999M06,11640,Brandy - take home (70cl bottle),IEP,18.626
CPM08,National Average Price,199906,1999M06,11650,Vodka - take home (70cl bottle),IEP,12.317
CPM08,National Average Price,199906,1999M06,11660,Sherry - take home (75cl bottle),IEP,8.042
CPM08,National Average Price,199906,1999M06,11690,Stout - draught bar (1 pint),IEP,2.151
CPM08,National Average Price,199906,1999M06,11700,Lager - draught lounge (1/2 pint),IEP,1.361
CPM08,National Average Price,199906,1999M06,11710,Lager - draught lounge (1 pint),IEP,2.38
CPM08,National Average Price,199906,1999M06,11720,Lager - bottled bar (330ml bottle),IEP,2.346
CPM08,National Average Price,199906,1999M06,11730,Ale - draught bar (1/2 pint),IEP,1.276
CPM08,National Average Price,199906,1999M06,11740,Ale - draught bar (1 pint),IEP,2.19
CPM08,National Average Price,199906,1999M06,11750,Cider - bar (330ml bottle),IEP,2.438
CPM08,National Average Price,199906,1999M06,11810,"Plain cigarettes, standard size per 20 pk.",IEP,3.219
CPM08,National Average Price,199906,1999M06,11820,"Filtered cigarettes, standard size per 20 pk.",IEP,3.19
CPM08,National Average Price,199906,1999M06,30430,Leaded petrol per ltr.,IEP,0.7
CPM08,National Average Price,199906,1999M06,30440,Petrol - unleaded per ltr.,IEP,0.592
CPM08,National Average Price,199906,1999M06,30450,Liquid petroleum gas per ltr.,IEP,0.376
CPM08,National Average Price,199906,1999M06,30460,Diesel per ltr.,IEP,0.555
CPM08,National Average Price,199907,1999M07,10010,Round steak per kg.,IEP,6.125
CPM08,National Average Price,199907,1999M07,10020,Sirloin steak per kg.,IEP,8.594
CPM08,National Average Price,199907,1999M07,10030,Rib steak per kg.,IEP,3.887
CPM08,National Average Price,199907,1999M07,10040,Leg beef (boneless) per kg.,IEP,4.207
CPM08,National Average Price,199907,1999M07,10050,Brisket pot roast per kg.,IEP,3.995
CPM08,National Average Price,199907,1999M07,10070,Lamb whole leg per kg.,IEP,5.853
CPM08,National Average Price,199907,1999M07,10080,Lamb loin chops per kg.,IEP,8.645
CPM08,National Average Price,199907,1999M07,10090,Lamb gigot chops per kg.,IEP,5.746
CPM08,National Average Price,199907,1999M07,10100,Lamb - neck per kg.,IEP,
CPM08,National Average Price,199907,1999M07,10110,Lambs liver per kg.,IEP,3.437
CPM08,National Average Price,199907,1999M07,10120,Whole leg of pork per kg.,IEP,3.704
CPM08,National Average Price,199907,1999M07,10130,Pork loin chops per kg.,IEP,5.798
CPM08,National Average Price,199907,1999M07,10140,Shoulder roast of pork per kg.,IEP,2.911
CPM08,National Average Price,199907,1999M07,10150,Pork steak per kg.,IEP,7.481
CPM08,National Average Price,199907,1999M07,10160,Best back rashers per kg.,IEP,6.515
CPM08,National Average Price,199907,1999M07,10170,Streaky rashers per kg.,IEP,4.393
CPM08,National Average Price,199907,1999M07,10180,Ham fillet per kg.,IEP,5.569
CPM08,National Average Price,199907,1999M07,10240,Cooked ham per kg.,IEP,8.882
CPM08,National Average Price,199907,1999M07,10260,Pork sausages per kg.,IEP,3.09
CPM08,National Average Price,199907,1999M07,10270,Black pudding per kg.,IEP,3.063
CPM08,National Average Price,199907,1999M07,10280,Fillet of whiting per kg.,IEP,5.42
CPM08,National Average Price,199907,1999M07,10290,Cod cutlets per kg.,IEP,7.978
CPM08,National Average Price,199907,1999M07,10310,Fillet of plaice per kg.,IEP,9.398
CPM08,National Average Price,199907,1999M07,10340,Smoked kippers per kg.,IEP,4.559
CPM08,National Average Price,199907,1999M07,10460,Potatoes per 5lbs,IEP,1.798
CPM08,National Average Price,199907,1999M07,10470,Potatoes 10 kg.,IEP,4.608
CPM08,National Average Price,199907,1999M07,10480,Tomatoes per kg.,IEP,1.514
CPM08,National Average Price,199907,1999M07,10490,Onions per kg.,IEP,0.917
CPM08,National Average Price,199907,1999M07,10510,Broccoli per kg.,IEP,1.907
CPM08,National Average Price,199907,1999M07,10530,Carrots per kg.,IEP,1.002
CPM08,National Average Price,199907,1999M07,10540,Mushrooms per kg.,IEP,3.131
CPM08,National Average Price,199907,1999M07,10730,Fresh pasteurised milk per litre,IEP,0.634
CPM08,National Average Price,199907,1999M07,10800,Irish cheddar per kg.,IEP,5.899
CPM08,National Average Price,199907,1999M07,10820,Butter per lb.,IEP,1.582
CPM08,National Average Price,199907,1999M07,10880,Large (size 2) eggs per dozen,IEP,1.713
CPM08,National Average Price,199907,1999M07,10890,Medium (size 3) eggs per dozen,IEP,1.48
CPM08,National Average Price,199907,1999M07,10900,"Bread white sliced, large (800g)",IEP,0.776
CPM08,National Average Price,199907,1999M07,10910,"Bread brown sliced, large (800g)",IEP,0.86
CPM08,National Average Price,199907,1999M07,10920,"Bread white sliced, small (400g)",IEP,0.576
CPM08,National Average Price,199907,1999M07,11020,"White, plain flour per 2 kgs.",IEP,0.932
CPM08,National Average Price,199907,1999M07,11030,"White, self-raising flour per 2 kgs.",IEP,0.935
CPM08,National Average Price,199907,1999M07,11040,"Brown, wholemeal flour per 2 kgs.",IEP,0.979
CPM08,National Average Price,199907,1999M07,11080,White granulated sugar per kg.,IEP,0.895
CPM08,National Average Price,199907,1999M07,11310,Jam per lb.,IEP,1.094
CPM08,National Average Price,199907,1999M07,11320,Honey per lb.,IEP,1.753
CPM08,National Average Price,199907,1999M07,11330,Marmalade per lb.,IEP,1.067
CPM08,National Average Price,199907,1999M07,11580,Stout - take home (6 x 250ml),IEP,4.347
CPM08,National Average Price,199907,1999M07,11590,Lager - take home (4 x 330ml),IEP,4.645
CPM08,National Average Price,199907,1999M07,11610,Ale - take home (6 x 250ml),IEP,4.33
CPM08,National Average Price,199907,1999M07,11620,Cider - take home ( 500ml can),IEP,1.27
CPM08,National Average Price,199907,1999M07,11630,Whiskey - take home (70cl bottle),IEP,14.067
CPM08,National Average Price,199907,1999M07,11640,Brandy - take home (70cl bottle),IEP,18.667
CPM08,National Average Price,199907,1999M07,11650,Vodka - take home (70cl bottle),IEP,12.38
