STATISTIC,Statistic,TLIST(M1),Month,C02363V02844,Consumer Item,UNIT,VALUE
CPM04,National Average  Price,200112,2001M12,10010,Round steak per kg.,Euro,8.414
CPM04,National Average  Price,200112,2001M12,10020,Sirloin steak per kg.,Euro,12.095
CPM04,National Average  Price,200112,2001M12,10030,Striploin steak per kg.,Euro,16.448
CPM04,National Average  Price,200112,2001M12,10040,Roast beef topside/rib per kg.,Euro,8.726
CPM04,National Average  Price,200112,2001M12,10050,Sliced/diced beef pieces per kg.,Euro,7.041
CPM04,National Average  Price,200112,2001M12,10070,Lamb whole leg per kg.,Euro,10.268
CPM04,National Average  Price,200112,2001M12,10080,Lamb loin chops per kg.,Euro,17.227
CPM04,National Average  Price,200112,2001M12,10090,Lamb gigot chops per kg.,Euro,10.613
CPM04,National Average  Price,200112,2001M12,10100,Lamb pieces incl neck per kg.,Euro,5.066
CPM04,National Average  Price,200112,2001M12,10110,Lambs liver per kg.,Euro,5.135
CPM04,National Average  Price,200112,2001M12,10120,Roast loin of pork per kg.,Euro,9.211
CPM04,National Average  Price,200112,2001M12,10130,Pork loin chops per kg.,Euro,8.92
CPM04,National Average  Price,200112,2001M12,10140,Pork steak per kg.,Euro,11.27
CPM04,National Average  Price,200112,2001M12,10150,Best back rashers per kg.,Euro,9.916
CPM04,National Average  Price,200112,2001M12,10160,Ham fillet per kg.,Euro,8.769
CPM04,National Average  Price,200112,2001M12,10170,Collar bacon per kg.,Euro,6.043
CPM04,National Average  Price,200112,2001M12,10180,Uncooked chicken medium sized 1600g,Euro,
CPM04,National Average  Price,200112,2001M12,10230,Cooked ham per kg.,Euro,13.622
CPM04,National Average  Price,200112,2001M12,10250,Pork sausages per kg.,Euro,4.499
CPM04,National Average  Price,200112,2001M12,10270,Fillet of whiting per kg.,Euro,7.849
CPM04,National Average  Price,200112,2001M12,10280,Cod fillets per kg.,Euro,13.143
CPM04,National Average  Price,200112,2001M12,10290,Salmon steak per kg.,Euro,11.645
CPM04,National Average  Price,200112,2001M12,10300,Fillet of plaice per kg.,Euro,15.093
CPM04,National Average  Price,200112,2001M12,10330,Smoked salmon per kg.,Euro,18.535
CPM04,National Average  Price,200112,2001M12,10450,Tomatoes tinned per 400g,Euro,
CPM04,National Average  Price,200112,2001M12,10470,Potatoes 2.5 kg.,Euro,3.066
CPM04,National Average  Price,200112,2001M12,10480,Potatoes 10 kg.,Euro,5.421
CPM04,National Average  Price,200112,2001M12,10490,Tomatoes per kg.,Euro,2.482
CPM04,National Average  Price,200112,2001M12,10500,Onions per kg.,Euro,1.283
CPM04,National Average  Price,200112,2001M12,10520,Broccoli per kg.,Euro,2.949
CPM04,National Average  Price,200112,2001M12,10540,Carrots per kg.,Euro,1.264
CPM04,National Average  Price,200112,2001M12,10550,Mushrooms per kg.,Euro,3.782
CPM04,National Average  Price,200112,2001M12,10640,Grapes per kg.,Euro,5.278
CPM04,National Average  Price,200112,2001M12,10650,Bananas per kg.,Euro,1.685
CPM04,National Average  Price,200112,2001M12,10840,1 litre full fat milk per ltr.,Euro,0.841
CPM04,National Average  Price,200112,2001M12,10850,2 litre full fat milk per 2 ltr.,Euro,
CPM04,National Average  Price,200112,2001M12,10910,Irish cheddar per kg.,Euro,8.79
CPM04,National Average  Price,200112,2001M12,10940,Butter per lb.,Euro,1.977
CPM04,National Average  Price,200112,2001M12,11000,Large (size 2) eggs per half dozen,Euro,
CPM04,National Average  Price,200112,2001M12,11010,Medium (size 3) eggs per half dozen,Euro,
CPM04,National Average  Price,200112,2001M12,11020,"Bread white sliced, large (800g)",Euro,0.995
CPM04,National Average  Price,200112,2001M12,11030,"Bread brown sliced, large (800g)",Euro,1.092
CPM04,National Average  Price,200112,2001M12,11150,"White, self-raising flour per 2 kgs.",Euro,1.26
CPM04,National Average  Price,200112,2001M12,11160,"Brown, wholemeal flour per 2 kgs.",Euro,1.314
CPM04,National Average  Price,200112,2001M12,11190,White granulated sugar per kg.,Euro,1.125
CPM04,National Average  Price,200112,2001M12,11220,Tea bags per 80,Euro,2.458
CPM04,National Average  Price,200112,2001M12,11340,Spaghetti per 500g.,Euro,0.933
CPM04,National Average  Price,200112,2001M12,11470,Jam per lb.,Euro,1.518
CPM04,National Average  Price,200112,2001M12,11490,Marmalade per lb.,Euro,1.48
CPM04,National Average  Price,200112,2001M12,11720,Orange juice per ltr.,Euro,1.583
CPM04,National Average  Price,200112,2001M12,11810,Stout - take home (6 x 250ml),Euro,6.362
CPM04,National Average  Price,200112,2001M12,11820,Lager - take home (500ml can),Euro,1.921
CPM04,National Average  Price,200112,2001M12,11830,Lager - take home (tray 12 by 330ml),Euro,
CPM04,National Average  Price,200112,2001M12,11850,Cider - take home ( 500ml can),Euro,1.724
CPM04,National Average  Price,200112,2001M12,11860,Whiskey - take home (70cl bottle),Euro,18.285
CPM04,National Average  Price,200112,2001M12,11870,Brandy - take home (70cl bottle),Euro,24.35
CPM04,National Average  Price,200112,2001M12,11880,Vodka - take home (70cl bottle),Euro,16.216
CPM04,National Average  Price,200112,2001M12,11890,Flavoured alcoholic drinks - take home 275ml bottle,Euro,
CPM04,National Average  Price,200112,2001M12,11900,Cream liquer - take home (70cl bottle),Euro,15.718
CPM04,National Average  Price,200112,2001M12,11910,Sherry - take home (75cl bottle),Euro,10.906
CPM04,National Average  Price,200112,2001M12,11930,Table wine - take home (75cl bottle),Euro,9.123
CPM04,National Average  Price,200112,2001M12,11950,Stout - draught bar (1 pint),Euro,3.062
CPM04,National Average  Price,200112,2001M12,11960,Lager - draught lounge (1/2 pint),Euro,1.989
CPM04,National Average  Price,200112,2001M12,11970,Lager - draught lounge (1 pint),Euro,3.373
CPM04,National Average  Price,200112,2001M12,11980,Lager - bottled bar (330ml bottle),Euro,3.407
CPM04,National Average  Price,200112,2001M12,11990,Cider - draught bar (1 pint),Euro,
CPM04,National Average  Price,200112,2001M12,12000,Ale - draught bar (1 pint),Euro,3.099
CPM04,National Average  Price,200112,2001M12,12010,Cider - bar (330ml bottle),Euro,3.519
CPM04,National Average  Price,200112,2001M12,12020,Flavoured alcoholic drink - bar (275ml bottle),Euro,
CPM04,National Average  Price,200112,2001M12,12030,Whiskey - bar (single) per 1/2 glass,Euro,2.687
CPM04,National Average  Price,200112,2001M12,12040,Brandy - bar (single) per 1/2 glass,Euro,3.225
CPM04,National Average  Price,200112,2001M12,12050,Vodka - bar (single) per 1/2 glass,Euro,2.717
CPM04,National Average  Price,200112,2001M12,12070,Wine - bar (187 ml bottle),Euro,
CPM04,National Average  Price,200112,2001M12,12080,Filtered cigarettes per 20 pk.,Euro,4.981
CPM04,National Average  Price,200112,2001M12,30300,Cinema fee,Euro,6.335
CPM04,National Average  Price,200112,2001M12,30310,Nightclubs fee,Euro,8.019
CPM04,National Average  Price,200112,2001M12,30320,Gent's haircut - dry cut fee,Euro,8.233
CPM04,National Average  Price,200112,2001M12,30330,"Gent's haircut - wash, cut and blow dry fee",Euro,
CPM04,National Average  Price,200112,2001M12,30350,"Ladies shampoo, cut and blow dry fee",Euro,23.513
CPM04,National Average  Price,200112,2001M12,30440,Petrol - unleaded per ltr.,Euro,0.816
CPM04,National Average  Price,200112,2001M12,30450,Diesel per ltr.,Euro,0.758
CPM04,National Average  Price,200112,2001M12,80000,Fillet/half leg pork per kg.,Euro,6.72
CPM04,National Average  Price,200112,2001M12,80001,"1 litre, low fat milk per ltr.",Euro,0.846
CPM04,National Average  Price,200112,2001M12,80002,Large (size 2) eggs per dozen,Euro,2.449
CPM04,National Average  Price,200112,2001M12,80003,Medium (size 3) eggs per dozen,Euro,2.073
CPM04,National Average  Price,200112,2001M12,80004,"White, plain flour per 2 kgs.",Euro,1.255
CPM04,National Average  Price,200112,2001M12,80005,Fine quality wine - take home (75cl bottle),Euro,14.592
CPM04,National Average  Price,200201,2002M01,10010,Round steak per kg.,Euro,8.696
CPM04,National Average  Price,200201,2002M01,10020,Sirloin steak per kg.,Euro,12.354
CPM04,National Average  Price,200201,2002M01,10030,Striploin steak per kg.,Euro,16.762
CPM04,National Average  Price,200201,2002M01,10040,Roast beef topside/rib per kg.,Euro,8.648
CPM04,National Average  Price,200201,2002M01,10050,Sliced/diced beef pieces per kg.,Euro,7.156
CPM04,National Average  Price,200201,2002M01,10070,Lamb whole leg per kg.,Euro,10.068
CPM04,National Average  Price,200201,2002M01,10080,Lamb loin chops per kg.,Euro,17.317
CPM04,National Average  Price,200201,2002M01,10090,Lamb gigot chops per kg.,Euro,10.617
CPM04,National Average  Price,200201,2002M01,10100,Lamb pieces incl neck per kg.,Euro,5.954
CPM04,National Average  Price,200201,2002M01,10110,Lambs liver per kg.,Euro,5.2
CPM04,National Average  Price,200201,2002M01,10120,Roast loin of pork per kg.,Euro,9.217
CPM04,National Average  Price,200201,2002M01,10130,Pork loin chops per kg.,Euro,8.978
CPM04,National Average  Price,200201,2002M01,10140,Pork steak per kg.,Euro,11.632
CPM04,National Average  Price,200201,2002M01,10150,Best back rashers per kg.,Euro,9.783
CPM04,National Average  Price,200201,2002M01,10160,Ham fillet per kg.,Euro,8.499
CPM04,National Average  Price,200201,2002M01,10170,Collar bacon per kg.,Euro,5.92
CPM04,National Average  Price,200201,2002M01,10180,Uncooked chicken medium sized 1600g,Euro,
CPM04,National Average  Price,200201,2002M01,10230,Cooked ham per kg.,Euro,13.195
CPM04,National Average  Price,200201,2002M01,10250,Pork sausages per kg.,Euro,4.46
CPM04,National Average  Price,200201,2002M01,10270,Fillet of whiting per kg.,Euro,8.257
CPM04,National Average  Price,200201,2002M01,10280,Cod fillets per kg.,Euro,13.422
CPM04,National Average  Price,200201,2002M01,10290,Salmon steak per kg.,Euro,12.98
CPM04,National Average  Price,200201,2002M01,10300,Fillet of plaice per kg.,Euro,15.321
CPM04,National Average  Price,200201,2002M01,10330,Smoked salmon per kg.,Euro,20.057
CPM04,National Average  Price,200201,2002M01,10450,Tomatoes tinned per 400g,Euro,
CPM04,National Average  Price,200201,2002M01,10470,Potatoes 2.5 kg.,Euro,3.081
CPM04,National Average  Price,200201,2002M01,10480,Potatoes 10 kg.,Euro,5.869
CPM04,National Average  Price,200201,2002M01,10490,Tomatoes per kg.,Euro,2.534
CPM04,National Average  Price,200201,2002M01,10500,Onions per kg.,Euro,1.249
CPM04,National Average  Price,200201,2002M01,10520,Broccoli per kg.,Euro,3.147
CPM04,National Average  Price,200201,2002M01,10540,Carrots per kg.,Euro,1.244
CPM04,National Average  Price,200201,2002M01,10550,Mushrooms per kg.,Euro,3.948
CPM04,National Average  Price,200201,2002M01,10640,Grapes per kg.,Euro,5.067
CPM04,National Average  Price,200201,2002M01,10650,Bananas per kg.,Euro,1.691
CPM04,National Average  Price,200201,2002M01,10840,1 litre full fat milk per ltr.,Euro,0.842
CPM04,National Average  Price,200201,2002M01,10850,2 litre full fat milk per 2 ltr.,Euro,
CPM04,National Average  Price,200201,2002M01,10910,Irish cheddar per kg.,Euro,8.553
CPM04,National Average  Price,200201,2002M01,10940,Butter per lb.,Euro,1.969
CPM04,National Average  Price,200201,2002M01,11000,Large (size 2) eggs per half dozen,Euro,
CPM04,National Average  Price,200201,2002M01,11010,Medium (size 3) eggs per half dozen,Euro,
CPM04,National Average  Price,200201,2002M01,11020,"Bread white sliced, large (800g)",Euro,1.002
CPM04,National Average  Price,200201,2002M01,11030,"Bread brown sliced, large (800g)",Euro,1.1
CPM04,National Average  Price,200201,2002M01,11150,"White, self-raising flour per 2 kgs.",Euro,1.254
CPM04,National Average  Price,200201,2002M01,11160,"Brown, wholemeal flour per 2 kgs.",Euro,1.311
CPM04,National Average  Price,200201,2002M01,11190,White granulated sugar per kg.,Euro,1.119
CPM04,National Average  Price,200201,2002M01,11220,Tea bags per 80,Euro,2.441
CPM04,National Average  Price,200201,2002M01,11340,Spaghetti per 500g.,Euro,0.923
CPM04,National Average  Price,200201,2002M01,11470,Jam per lb.,Euro,1.51
CPM04,National Average  Price,200201,2002M01,11490,Marmalade per lb.,Euro,1.465
CPM04,National Average  Price,200201,2002M01,11720,Orange juice per ltr.,Euro,1.519
CPM04,National Average  Price,200201,2002M01,11810,Stout - take home (6 x 250ml),Euro,6.333
CPM04,National Average  Price,200201,2002M01,11820,Lager - take home (500ml can),Euro,1.896
CPM04,National Average  Price,200201,2002M01,11830,Lager - take home (tray 12 by 330ml),Euro,
CPM04,National Average  Price,200201,2002M01,11850,Cider - take home ( 500ml can),Euro,1.77
CPM04,National Average  Price,200201,2002M01,11860,Whiskey - take home (70cl bottle),Euro,18.26
CPM04,National Average  Price,200201,2002M01,11870,Brandy - take home (70cl bottle),Euro,24.307
CPM04,National Average  Price,200201,2002M01,11880,Vodka - take home (70cl bottle),Euro,16.222
CPM04,National Average  Price,200201,2002M01,11890,Flavoured alcoholic drinks - take home 275ml bottle,Euro,
CPM04,National Average  Price,200201,2002M01,11900,Cream liquer - take home (70cl bottle),Euro,15.3
CPM04,National Average  Price,200201,2002M01,11910,Sherry - take home (75cl bottle),Euro,10.922
CPM04,National Average  Price,200201,2002M01,11930,Table wine - take home (75cl bottle),Euro,9.019
CPM04,National Average  Price,200201,2002M01,11950,Stout - draught bar (1 pint),Euro,3.088
CPM04,National Average  Price,200201,2002M01,11960,Lager - draught lounge (1/2 pint),Euro,1.994
CPM04,National Average  Price,200201,2002M01,11970,Lager - draught lounge (1 pint),Euro,3.412
CPM04,National Average  Price,200201,2002M01,11980,Lager - bottled bar (330ml bottle),Euro,3.45
CPM04,National Average  Price,200201,2002M01,11990,Cider - draught bar (1 pint),Euro,
CPM04,National Average  Price,200201,2002M01,12000,Ale - draught bar (1 pint),Euro,3.126
CPM04,National Average  Price,200201,2002M01,12010,Cider - bar (330ml bottle),Euro,3.582
CPM04,National Average  Price,200201,2002M01,12020,Flavoured alcoholic drink - bar (275ml bottle),Euro,
CPM04,National Average  Price,200201,2002M01,12030,Whiskey - bar (single) per 1/2 glass,Euro,2.721
CPM04,National Average  Price,200201,2002M01,12040,Brandy - bar (single) per 1/2 glass,Euro,3.241
CPM04,National Average  Price,200201,2002M01,12050,Vodka - bar (single) per 1/2 glass,Euro,2.758
CPM04,National Average  Price,200201,2002M01,12070,Wine - bar (187 ml bottle),Euro,
CPM04,National Average  Price,200201,2002M01,12080,Filtered cigarettes per 20 pk.,Euro,5.004
CPM04,National Average  Price,200201,2002M01,30300,Cinema fee,Euro,6.366
CPM04,National Average  Price,200201,2002M01,30310,Nightclubs fee,Euro,8.31
CPM04,National Average  Price,200201,2002M01,30320,Gent's haircut - dry cut fee,Euro,8.75
CPM04,National Average  Price,200201,2002M01,30330,"Gent's haircut - wash, cut and blow dry fee",Euro,
CPM04,National Average  Price,200201,2002M01,30350,"Ladies shampoo, cut and blow dry fee",Euro,24.2
CPM04,National Average  Price,200201,2002M01,30440,Petrol - unleaded per ltr.,Euro,0.813
CPM04,National Average  Price,200201,2002M01,30450,Diesel per ltr.,Euro,0.753
CPM04,National Average  Price,200201,2002M01,80000,Fillet/half leg pork per kg.,Euro,6.736
CPM04,National Average  Price,200201,2002M01,80001,"1 litre, low fat milk per ltr.",Euro,0.847
CPM04,National Average  Price,200201,2002M01,80002,Large (size 2) eggs per dozen,Euro,2.359
CPM04,National Average  Price,200201,2002M01,80003,Medium (size 3) eggs per dozen,Euro,2.069
CPM04,National Average  Price,200201,2002M01,80004,"White, plain flour per 2 kgs.",Euro,1.249
CPM04,National Average  Price,200201,2002M01,80005,Fine quality wine - take home (75cl bottle),Euro,14.279
CPM04,National Average  Price,200202,2002M02,10010,Round steak per kg.,Euro,8.643
CPM04,National Average  Price,200202,2002M02,10020,Sirloin steak per kg.,Euro,12.404
CPM04,National Average  Price,200202,2002M02,10030,Striploin steak per kg.,Euro,16.826
CPM04,National Average  Price,200202,2002M02,10040,Roast beef topside/rib per kg.,Euro,8.666
CPM04,National Average  Price,200202,2002M02,10050,Sliced/diced beef pieces per kg.,Euro,7.095
CPM04,National Average  Price,200202,2002M02,10070,Lamb whole leg per kg.,Euro,10.207
CPM04,National Average  Price,200202,2002M02,10080,Lamb loin chops per kg.,Euro,17.389
CPM04,National Average  Price,200202,2002M02,10090,Lamb gigot chops per kg.,Euro,10.667
CPM04,National Average  Price,200202,2002M02,10100,Lamb pieces incl neck per kg.,Euro,6.331
CPM04,National Average  Price,200202,2002M02,10110,Lambs liver per kg.,Euro,5.216
CPM04,National Average  Price,200202,2002M02,10120,Roast loin of pork per kg.,Euro,9.192
CPM04,National Average  Price,200202,2002M02,10130,Pork loin chops per kg.,Euro,8.897
CPM04,National Average  Price,200202,2002M02,10140,Pork steak per kg.,Euro,11.413
CPM04,National Average  Price,200202,2002M02,10150,Best back rashers per kg.,Euro,9.8
CPM04,National Average  Price,200202,2002M02,10160,Ham fillet per kg.,Euro,8.467
CPM04,National Average  Price,200202,2002M02,10170,Collar bacon per kg.,Euro,5.947
CPM04,National Average  Price,200202,2002M02,10180,Uncooked chicken medium sized 1600g,Euro,
CPM04,National Average  Price,200202,2002M02,10230,Cooked ham per kg.,Euro,13.237
CPM04,National Average  Price,200202,2002M02,10250,Pork sausages per kg.,Euro,4.463
CPM04,National Average  Price,200202,2002M02,10270,Fillet of whiting per kg.,Euro,8.273
CPM04,National Average  Price,200202,2002M02,10280,Cod fillets per kg.,Euro,13.82
CPM04,National Average  Price,200202,2002M02,10290,Salmon steak per kg.,Euro,11.97
CPM04,National Average  Price,200202,2002M02,10300,Fillet of plaice per kg.,Euro,15.529
CPM04,National Average  Price,200202,2002M02,10330,Smoked salmon per kg.,Euro,20.391
CPM04,National Average  Price,200202,2002M02,10450,Tomatoes tinned per 400g,Euro,
CPM04,National Average  Price,200202,2002M02,10470,Potatoes 2.5 kg.,Euro,3.046
CPM04,National Average  Price,200202,2002M02,10480,Potatoes 10 kg.,Euro,5.903
CPM04,National Average  Price,200202,2002M02,10490,Tomatoes per kg.,Euro,2.674
CPM04,National Average  Price,200202,2002M02,10500,Onions per kg.,Euro,1.297
CPM04,National Average  Price,200202,2002M02,10520,Broccoli per kg.,Euro,3.48
CPM04,National Average  Price,200202,2002M02,10540,Carrots per kg.,Euro,1.23
CPM04,National Average  Price,200202,2002M02,10550,Mushrooms per kg.,Euro,3.934
CPM04,National Average  Price,200202,2002M02,10640,Grapes per kg.,Euro,4.318
CPM04,National Average  Price,200202,2002M02,10650,Bananas per kg.,Euro,1.67
CPM04,National Average  Price,200202,2002M02,10840,1 litre full fat milk per ltr.,Euro,0.845
CPM04,National Average  Price,200202,2002M02,10850,2 litre full fat milk per 2 ltr.,Euro,
CPM04,National Average  Price,200202,2002M02,10910,Irish cheddar per kg.,Euro,8.609
CPM04,National Average  Price,200202,2002M02,10940,Butter per lb.,Euro,1.968
CPM04,National Average  Price,200202,2002M02,11000,Large (size 2) eggs per half dozen,Euro,
CPM04,National Average  Price,200202,2002M02,11010,Medium (size 3) eggs per half dozen,Euro,
CPM04,National Average  Price,200202,2002M02,11020,"Bread white sliced, large (800g)",Euro,1.015
CPM04,National Average  Price,200202,2002M02,11030,"Bread brown sliced, large (800g)",Euro,1.122
CPM04,National Average  Price,200202,2002M02,11150,"White, self-raising flour per 2 kgs.",Euro,1.261
CPM04,National Average  Price,200202,2002M02,11160,"Brown, wholemeal flour per 2 kgs.",Euro,1.307
CPM04,National Average  Price,200202,2002M02,11190,White granulated sugar per kg.,Euro,1.122
CPM04,National Average  Price,200202,2002M02,11220,Tea bags per 80,Euro,2.444
CPM04,National Average  Price,200202,2002M02,11340,Spaghetti per 500g.,Euro,0.924
CPM04,National Average  Price,200202,2002M02,11470,Jam per lb.,Euro,1.518
CPM04,National Average  Price,200202,2002M02,11490,Marmalade per lb.,Euro,1.4
CPM04,National Average  Price,200202,2002M02,11720,Orange juice per ltr.,Euro,1.495
CPM04,National Average  Price,200202,2002M02,11810,Stout - take home (6 x 250ml),Euro,6.261
CPM04,National Average  Price,200202,2002M02,11820,Lager - take home (500ml can),Euro,1.856
CPM04,National Average  Price,200202,2002M02,11830,Lager - take home (tray 12 by 330ml),Euro,
CPM04,National Average  Price,200202,2002M02,11850,Cider - take home ( 500ml can),Euro,1.858
CPM04,National Average  Price,200202,2002M02,11860,Whiskey - take home (70cl bottle),Euro,18.295
CPM04,National Average  Price,200202,2002M02,11870,Brandy - take home (70cl bottle),Euro,24.348
CPM04,National Average  Price,200202,2002M02,11880,Vodka - take home (70cl bottle),Euro,16.187
CPM04,National Average  Price,200202,2002M02,11890,Flavoured alcoholic drinks - take home 275ml bottle,Euro,
CPM04,National Average  Price,200202,2002M02,11900,Cream liquer - take home (70cl bottle),Euro,15.272
CPM04,National Average  Price,200202,2002M02,11910,Sherry - take home (75cl bottle),Euro,10.895
CPM04,National Average  Price,200202,2002M02,11930,Table wine - take home (75cl bottle),Euro,9.017
CPM04,National Average  Price,200202,2002M02,11950,Stout - draught bar (1 pint),Euro,3.09
CPM04,National Average  Price,200202,2002M02,11960,Lager - draught lounge (1/2 pint),Euro,2.012
CPM04,National Average  Price,200202,2002M02,11970,Lager - draught lounge (1 pint),Euro,3.425
CPM04,National Average  Price,200202,2002M02,11980,Lager - bottled bar (330ml bottle),Euro,3.469
CPM04,National Average  Price,200202,2002M02,11990,Cider - draught bar (1 pint),Euro,
CPM04,National Average  Price,200202,2002M02,12000,Ale - draught bar (1 pint),Euro,3.143
CPM04,National Average  Price,200202,2002M02,12010,Cider - bar (330ml bottle),Euro,3.604
CPM04,National Average  Price,200202,2002M02,12020,Flavoured alcoholic drink - bar (275ml bottle),Euro,
CPM04,National Average  Price,200202,2002M02,12030,Whiskey - bar (single) per 1/2 glass,Euro,2.704
CPM04,National Average  Price,200202,2002M02,12040,Brandy - bar (single) per 1/2 glass,Euro,3.226
CPM04,National Average  Price,200202,2002M02,12050,Vodka - bar (single) per 1/2 glass,Euro,2.746
CPM04,National Average  Price,200202,2002M02,12070,Wine - bar (187 ml bottle),Euro,
CPM04,National Average  Price,200202,2002M02,12080,Filtered cigarettes per 20 pk.,Euro,5.008
CPM04,National Average  Price,200202,2002M02,30300,Cinema fee,Euro,6.447
CPM04,National Average  Price,200202,2002M02,30310,Nightclubs fee,Euro,8.4
CPM04,National Average  Price,200202,2002M02,30320,Gent's haircut - dry cut fee,Euro,8.96
CPM04,National Average  Price,200202,2002M02,30330,"Gent's haircut - wash, cut and blow dry fee",Euro,
CPM04,National Average  Price,200202,2002M02,30350,"Ladies shampoo, cut and blow dry fee",Euro,24.431
CPM04,National Average  Price,200202,2002M02,30440,Petrol - unleaded per ltr.,Euro,0.815
CPM04,National Average  Price,200202,2002M02,30450,Diesel per ltr.,Euro,0.753
CPM04,National Average  Price,200202,2002M02,80000,Fillet/half leg pork per kg.,Euro,6.678
CPM04,National Average  Price,200202,2002M02,80001,"1 litre, low fat milk per ltr.",Euro,0.85
CPM04,National Average  Price,200202,2002M02,80002,Large (size 2) eggs per dozen,Euro,2.352
CPM04,National Average  Price,200202,2002M02,80003,Medium (size 3) eggs per dozen,Euro,2.076
CPM04,National Average  Price,200202,2002M02,80004,"White, plain flour per 2 kgs.",Euro,1.244
CPM04,National Average  Price,200202,2002M02,80005,Fine quality wine - take home (75cl bottle),Euro,14.515
CPM04,National Average  Price,200203,2002M03,10010,Round steak per kg.,Euro,8.791
CPM04,National Average  Price,200203,2002M03,10020,Sirloin steak per kg.,Euro,12.524
CPM04,National Average  Price,200203,2002M03,10030,Striploin steak per kg.,Euro,16.998
CPM04,National Average  Price,200203,2002M03,10040,Roast beef topside/rib per kg.,Euro,8.495
CPM04,National Average  Price,200203,2002M03,10050,Sliced/diced beef pieces per kg.,Euro,7.244
CPM04,National Average  Price,200203,2002M03,10070,Lamb whole leg per kg.,Euro,10.332
CPM04,National Average  Price,200203,2002M03,10080,Lamb loin chops per kg.,Euro,17.382
CPM04,National Average  Price,200203,2002M03,10090,Lamb gigot chops per kg.,Euro,10.666
CPM04,National Average  Price,200203,2002M03,10100,Lamb pieces incl neck per kg.,Euro,6.581
CPM04,National Average  Price,200203,2002M03,10110,Lambs liver per kg.,Euro,5.259
CPM04,National Average  Price,200203,2002M03,10120,Roast loin of pork per kg.,Euro,8.627
CPM04,National Average  Price,200203,2002M03,10130,Pork loin chops per kg.,Euro,8.654
CPM04,National Average  Price,200203,2002M03,10140,Pork steak per kg.,Euro,11.74
CPM04,National Average  Price,200203,2002M03,10150,Best back rashers per kg.,Euro,9.778
CPM04,National Average  Price,200203,2002M03,10160,Ham fillet per kg.,Euro,8.684
CPM04,National Average  Price,200203,2002M03,10170,Collar bacon per kg.,Euro,5.869
CPM04,National Average  Price,200203,2002M03,10180,Uncooked chicken medium sized 1600g,Euro,
CPM04,National Average  Price,200203,2002M03,10230,Cooked ham per kg.,Euro,13.105
CPM04,National Average  Price,200203,2002M03,10250,Pork sausages per kg.,Euro,4.498
CPM04,National Average  Price,200203,2002M03,10270,Fillet of whiting per kg.,Euro,7.92
CPM04,National Average  Price,200203,2002M03,10280,Cod fillets per kg.,Euro,13.675
CPM04,National Average  Price,200203,2002M03,10290,Salmon steak per kg.,Euro,11.761
CPM04,National Average  Price,200203,2002M03,10300,Fillet of plaice per kg.,Euro,14.724
CPM04,National Average  Price,200203,2002M03,10330,Smoked salmon per kg.,Euro,19.289
CPM04,National Average  Price,200203,2002M03,10450,Tomatoes tinned per 400g,Euro,
CPM04,National Average  Price,200203,2002M03,10470,Potatoes 2.5 kg.,Euro,3.033
CPM04,National Average  Price,200203,2002M03,10480,Potatoes 10 kg.,Euro,5.817
CPM04,National Average  Price,200203,2002M03,10490,Tomatoes per kg.,Euro,3.495
CPM04,National Average  Price,200203,2002M03,10500,Onions per kg.,Euro,1.295
CPM04,National Average  Price,200203,2002M03,10520,Broccoli per kg.,Euro,3.451
CPM04,National Average  Price,200203,2002M03,10540,Carrots per kg.,Euro,1.245
CPM04,National Average  Price,200203,2002M03,10550,Mushrooms per kg.,Euro,3.954
CPM04,National Average  Price,200203,2002M03,10640,Grapes per kg.,Euro,4.26
CPM04,National Average  Price,200203,2002M03,10650,Bananas per kg.,Euro,1.496
CPM04,National Average  Price,200203,2002M03,10840,1 litre full fat milk per ltr.,Euro,0.844
CPM04,National Average  Price,200203,2002M03,10850,2 litre full fat milk per 2 ltr.,Euro,
CPM04,National Average  Price,200203,2002M03,10910,Irish cheddar per kg.,Euro,8.792
CPM04,National Average  Price,200203,2002M03,10940,Butter per lb.,Euro,1.958
CPM04,National Average  Price,200203,2002M03,11000,Large (size 2) eggs per half dozen,Euro,
CPM04,National Average  Price,200203,2002M03,11010,Medium (size 3) eggs per half dozen,Euro,
CPM04,National Average  Price,200203,2002M03,11020,"Bread white sliced, large (800g)",Euro,1.005
CPM04,National Average  Price,200203,2002M03,11030,"Bread brown sliced, large (800g)",Euro,1.111
CPM04,National Average  Price,200203,2002M03,11150,"White, self-raising flour per 2 kgs.",Euro,1.257
CPM04,National Average  Price,200203,2002M03,11160,"Brown, wholemeal flour per 2 kgs.",Euro,1.305
CPM04,National Average  Price,200203,2002M03,11190,White granulated sugar per kg.,Euro,1.106
CPM04,National Average  Price,200203,2002M03,11220,Tea bags per 80,Euro,2.423
CPM04,National Average  Price,200203,2002M03,11340,Spaghetti per 500g.,Euro,0.931
CPM04,National Average  Price,200203,2002M03,11470,Jam per lb.,Euro,1.516
CPM04,National Average  Price,200203,2002M03,11490,Marmalade per lb.,Euro,1.453
CPM04,National Average  Price,200203,2002M03,11720,Orange juice per ltr.,Euro,1.493
CPM04,National Average  Price,200203,2002M03,11810,Stout - take home (6 x 250ml),Euro,6.311
CPM04,National Average  Price,200203,2002M03,11820,Lager - take home (500ml can),Euro,1.869
CPM04,National Average  Price,200203,2002M03,11830,Lager - take home (tray 12 by 330ml),Euro,
