STATISTIC,Statistic,TLIST(M1),Month,C02363V02844,Consumer Item,UNIT,VALUE
CPM04,National Average  Price,200912,2009M12,11950,Stout - draught bar (1 pint),Euro,4.073
CPM04,National Average  Price,200912,2009M12,11960,Lager - draught lounge (1/2 pint),Euro,2.601
CPM04,National Average  Price,200912,2009M12,11970,Lager - draught lounge (1 pint),Euro,4.477
CPM04,National Average  Price,200912,2009M12,11980,Lager - bottled bar (330ml bottle),Euro,4.498
CPM04,National Average  Price,200912,2009M12,11990,Cider - draught bar (1 pint),Euro,4.603
CPM04,National Average  Price,200912,2009M12,12000,Ale - draught bar (1 pint),Euro,4.132
CPM04,National Average  Price,200912,2009M12,12010,Cider - bar (330ml bottle),Euro,4.579
CPM04,National Average  Price,200912,2009M12,12020,Flavoured alcoholic drink - bar (275ml bottle),Euro,5.38
CPM04,National Average  Price,200912,2009M12,12030,Whiskey - bar (single) per 1/2 glass,Euro,3.783
CPM04,National Average  Price,200912,2009M12,12040,Brandy - bar (single) per 1/2 glass,Euro,4.371
CPM04,National Average  Price,200912,2009M12,12050,Vodka - bar (single) per 1/2 glass,Euro,3.864
CPM04,National Average  Price,200912,2009M12,12070,Wine - bar (187 ml bottle),Euro,4.959
CPM04,National Average  Price,200912,2009M12,12080,Filtered cigarettes per 20 pk.,Euro,8.359
CPM04,National Average  Price,200912,2009M12,30300,Cinema fee,Euro,8.962
CPM04,National Average  Price,200912,2009M12,30310,Nightclubs fee,Euro,11.026
CPM04,National Average  Price,200912,2009M12,30320,Gent's haircut - dry cut fee,Euro,12.943
CPM04,National Average  Price,200912,2009M12,30330,"Gent's haircut - wash, cut and blow dry fee",Euro,21.574
CPM04,National Average  Price,200912,2009M12,30350,"Ladies shampoo, cut and blow dry fee",Euro,39.535
CPM04,National Average  Price,200912,2009M12,30440,Petrol - unleaded per ltr.,Euro,1.185
CPM04,National Average  Price,200912,2009M12,30450,Diesel per ltr.,Euro,1.087
CPM04,National Average  Price,200912,2009M12,80000,Fillet/half leg pork per kg.,Euro,
CPM04,National Average  Price,200912,2009M12,80001,"1 litre, low fat milk per ltr.",Euro,
CPM04,National Average  Price,200912,2009M12,80002,Large (size 2) eggs per dozen,Euro,
CPM04,National Average  Price,200912,2009M12,80003,Medium (size 3) eggs per dozen,Euro,
CPM04,National Average  Price,200912,2009M12,80004,"White, plain flour per 2 kgs.",Euro,
CPM04,National Average  Price,200912,2009M12,80005,Fine quality wine - take home (75cl bottle),Euro,
CPM04,National Average  Price,201001,2010M01,10010,Round steak per kg.,Euro,10.04
CPM04,National Average  Price,201001,2010M01,10020,Sirloin steak per kg.,Euro,13.42
CPM04,National Average  Price,201001,2010M01,10030,Striploin steak per kg.,Euro,20.676
CPM04,National Average  Price,201001,2010M01,10040,Roast beef topside/rib per kg.,Euro,10.54
CPM04,National Average  Price,201001,2010M01,10050,Sliced/diced beef pieces per kg.,Euro,9.204
CPM04,National Average  Price,201001,2010M01,10070,Lamb whole leg per kg.,Euro,11.104
CPM04,National Average  Price,201001,2010M01,10080,Lamb loin chops per kg.,Euro,16.656
CPM04,National Average  Price,201001,2010M01,10090,Lamb gigot chops per kg.,Euro,10.978
CPM04,National Average  Price,201001,2010M01,10100,Lamb pieces incl neck per kg.,Euro,10.607
CPM04,National Average  Price,201001,2010M01,10110,Lambs liver per kg.,Euro,5.031
CPM04,National Average  Price,201001,2010M01,10120,Roast loin of pork per kg.,Euro,8.015
CPM04,National Average  Price,201001,2010M01,10130,Pork loin chops per kg.,Euro,8.257
CPM04,National Average  Price,201001,2010M01,10140,Pork steak per kg.,Euro,10.388
CPM04,National Average  Price,201001,2010M01,10150,Best back rashers per kg.,Euro,12.074
CPM04,National Average  Price,201001,2010M01,10160,Ham fillet per kg.,Euro,6.712
CPM04,National Average  Price,201001,2010M01,10170,Collar bacon per kg.,Euro,5.729
CPM04,National Average  Price,201001,2010M01,10180,Uncooked chicken medium sized 1600g,Euro,5.181
CPM04,National Average  Price,201001,2010M01,10230,Cooked ham per kg.,Euro,17.398
CPM04,National Average  Price,201001,2010M01,10250,Pork sausages per kg.,Euro,5.754
CPM04,National Average  Price,201001,2010M01,10270,Fillet of whiting per kg.,Euro,9.784
CPM04,National Average  Price,201001,2010M01,10280,Cod fillets per kg.,Euro,15.706
CPM04,National Average  Price,201001,2010M01,10290,Salmon steak per kg.,Euro,16.596
CPM04,National Average  Price,201001,2010M01,10300,Fillet of plaice per kg.,Euro,18.77
CPM04,National Average  Price,201001,2010M01,10330,Smoked salmon per kg.,Euro,27.546
CPM04,National Average  Price,201001,2010M01,10450,Tomatoes tinned per 400g,Euro,0.915
CPM04,National Average  Price,201001,2010M01,10470,Potatoes 2.5 kg.,Euro,3.132
CPM04,National Average  Price,201001,2010M01,10480,Potatoes 10 kg.,Euro,6.326
CPM04,National Average  Price,201001,2010M01,10490,Tomatoes per kg.,Euro,2.457
CPM04,National Average  Price,201001,2010M01,10500,Onions per kg.,Euro,1.174
CPM04,National Average  Price,201001,2010M01,10520,Broccoli per kg.,Euro,3.003
CPM04,National Average  Price,201001,2010M01,10540,Carrots per kg.,Euro,1.25
CPM04,National Average  Price,201001,2010M01,10550,Mushrooms per kg.,Euro,4.341
CPM04,National Average  Price,201001,2010M01,10640,Grapes per kg.,Euro,6.2
CPM04,National Average  Price,201001,2010M01,10650,Bananas per kg.,Euro,1.06
CPM04,National Average  Price,201001,2010M01,10840,1 litre full fat milk per ltr.,Euro,1.108
CPM04,National Average  Price,201001,2010M01,10850,2 litre full fat milk per 2 ltr.,Euro,1.797
CPM04,National Average  Price,201001,2010M01,10910,Irish cheddar per kg.,Euro,12.099
CPM04,National Average  Price,201001,2010M01,10940,Butter per lb.,Euro,2.308
CPM04,National Average  Price,201001,2010M01,11000,Large (size 2) eggs per half dozen,Euro,1.747
CPM04,National Average  Price,201001,2010M01,11010,Medium (size 3) eggs per half dozen,Euro,1.551
CPM04,National Average  Price,201001,2010M01,11020,"Bread white sliced, large (800g)",Euro,1.316
CPM04,National Average  Price,201001,2010M01,11030,"Bread brown sliced, large (800g)",Euro,1.636
CPM04,National Average  Price,201001,2010M01,11150,"White, self-raising flour per 2 kgs.",Euro,1.928
CPM04,National Average  Price,201001,2010M01,11160,"Brown, wholemeal flour per 2 kgs.",Euro,2.222
CPM04,National Average  Price,201001,2010M01,11190,White granulated sugar per kg.,Euro,0.951
CPM04,National Average  Price,201001,2010M01,11220,Tea bags per 80,Euro,2.768
CPM04,National Average  Price,201001,2010M01,11340,Spaghetti per 500g.,Euro,1.164
CPM04,National Average  Price,201001,2010M01,11470,Jam per lb.,Euro,1.794
CPM04,National Average  Price,201001,2010M01,11490,Marmalade per lb.,Euro,1.929
CPM04,National Average  Price,201001,2010M01,11720,Orange juice per ltr.,Euro,1.295
CPM04,National Average  Price,201001,2010M01,11810,Stout - take home (6 x 250ml),Euro,6.155
CPM04,National Average  Price,201001,2010M01,11820,Lager - take home (500ml can),Euro,1.737
CPM04,National Average  Price,201001,2010M01,11830,Lager - take home (tray 12 by 330ml),Euro,15.658
CPM04,National Average  Price,201001,2010M01,11850,Cider - take home ( 500ml can),Euro,2.192
CPM04,National Average  Price,201001,2010M01,11860,Whiskey - take home (70cl bottle),Euro,23.288
CPM04,National Average  Price,201001,2010M01,11870,Brandy - take home (70cl bottle),Euro,28.013
CPM04,National Average  Price,201001,2010M01,11880,Vodka - take home (70cl bottle),Euro,19.618
CPM04,National Average  Price,201001,2010M01,11890,Flavoured alcoholic drinks - take home 275ml bottle,Euro,2.534
CPM04,National Average  Price,201001,2010M01,11900,Cream liquer - take home (70cl bottle),Euro,16.332
CPM04,National Average  Price,201001,2010M01,11910,Sherry - take home (75cl bottle),Euro,11.752
CPM04,National Average  Price,201001,2010M01,11930,Table wine - take home (75cl bottle),Euro,9.158
CPM04,National Average  Price,201001,2010M01,11950,Stout - draught bar (1 pint),Euro,3.951
CPM04,National Average  Price,201001,2010M01,11960,Lager - draught lounge (1/2 pint),Euro,2.508
CPM04,National Average  Price,201001,2010M01,11970,Lager - draught lounge (1 pint),Euro,4.348
CPM04,National Average  Price,201001,2010M01,11980,Lager - bottled bar (330ml bottle),Euro,4.389
CPM04,National Average  Price,201001,2010M01,11990,Cider - draught bar (1 pint),Euro,4.475
CPM04,National Average  Price,201001,2010M01,12000,Ale - draught bar (1 pint),Euro,4.009
CPM04,National Average  Price,201001,2010M01,12010,Cider - bar (330ml bottle),Euro,4.504
CPM04,National Average  Price,201001,2010M01,12020,Flavoured alcoholic drink - bar (275ml bottle),Euro,5.269
CPM04,National Average  Price,201001,2010M01,12030,Whiskey - bar (single) per 1/2 glass,Euro,3.693
CPM04,National Average  Price,201001,2010M01,12040,Brandy - bar (single) per 1/2 glass,Euro,4.272
CPM04,National Average  Price,201001,2010M01,12050,Vodka - bar (single) per 1/2 glass,Euro,3.761
CPM04,National Average  Price,201001,2010M01,12070,Wine - bar (187 ml bottle),Euro,4.884
CPM04,National Average  Price,201001,2010M01,12080,Filtered cigarettes per 20 pk.,Euro,8.371
CPM04,National Average  Price,201001,2010M01,30300,Cinema fee,Euro,9.028
CPM04,National Average  Price,201001,2010M01,30310,Nightclubs fee,Euro,10.913
CPM04,National Average  Price,201001,2010M01,30320,Gent's haircut - dry cut fee,Euro,12.942
CPM04,National Average  Price,201001,2010M01,30330,"Gent's haircut - wash, cut and blow dry fee",Euro,21.402
CPM04,National Average  Price,201001,2010M01,30350,"Ladies shampoo, cut and blow dry fee",Euro,39.215
CPM04,National Average  Price,201001,2010M01,30440,Petrol - unleaded per ltr.,Euro,1.25
CPM04,National Average  Price,201001,2010M01,30450,Diesel per ltr.,Euro,1.155
CPM04,National Average  Price,201001,2010M01,80000,Fillet/half leg pork per kg.,Euro,
CPM04,National Average  Price,201001,2010M01,80001,"1 litre, low fat milk per ltr.",Euro,
CPM04,National Average  Price,201001,2010M01,80002,Large (size 2) eggs per dozen,Euro,
CPM04,National Average  Price,201001,2010M01,80003,Medium (size 3) eggs per dozen,Euro,
CPM04,National Average  Price,201001,2010M01,80004,"White, plain flour per 2 kgs.",Euro,
CPM04,National Average  Price,201001,2010M01,80005,Fine quality wine - take home (75cl bottle),Euro,
CPM04,National Average  Price,201002,2010M02,10010,Round steak per kg.,Euro,9.899
CPM04,National Average  Price,201002,2010M02,10020,Sirloin steak per kg.,Euro,13.86
CPM04,National Average  Price,201002,2010M02,10030,Striploin steak per kg.,Euro,20.011
CPM04,National Average  Price,201002,2010M02,10040,Roast beef topside/rib per kg.,Euro,10.222
CPM04,National Average  Price,201002,2010M02,10050,Sliced/diced beef pieces per kg.,Euro,8.824
CPM04,National Average  Price,201002,2010M02,10070,Lamb whole leg per kg.,Euro,11.41
CPM04,National Average  Price,201002,2010M02,10080,Lamb loin chops per kg.,Euro,17.132
CPM04,National Average  Price,201002,2010M02,10090,Lamb gigot chops per kg.,Euro,11.983
CPM04,National Average  Price,201002,2010M02,10100,Lamb pieces incl neck per kg.,Euro,11.129
CPM04,National Average  Price,201002,2010M02,10110,Lambs liver per kg.,Euro,5.178
CPM04,National Average  Price,201002,2010M02,10120,Roast loin of pork per kg.,Euro,7.777
CPM04,National Average  Price,201002,2010M02,10130,Pork loin chops per kg.,Euro,8.662
CPM04,National Average  Price,201002,2010M02,10140,Pork steak per kg.,Euro,10.377
CPM04,National Average  Price,201002,2010M02,10150,Best back rashers per kg.,Euro,11.787
CPM04,National Average  Price,201002,2010M02,10160,Ham fillet per kg.,Euro,6.85
CPM04,National Average  Price,201002,2010M02,10170,Collar bacon per kg.,Euro,5.813
CPM04,National Average  Price,201002,2010M02,10180,Uncooked chicken medium sized 1600g,Euro,5.823
CPM04,National Average  Price,201002,2010M02,10230,Cooked ham per kg.,Euro,17.13
CPM04,National Average  Price,201002,2010M02,10250,Pork sausages per kg.,Euro,5.464
CPM04,National Average  Price,201002,2010M02,10270,Fillet of whiting per kg.,Euro,9.499
CPM04,National Average  Price,201002,2010M02,10280,Cod fillets per kg.,Euro,14.981
CPM04,National Average  Price,201002,2010M02,10290,Salmon steak per kg.,Euro,15.755
CPM04,National Average  Price,201002,2010M02,10300,Fillet of plaice per kg.,Euro,15.625
CPM04,National Average  Price,201002,2010M02,10330,Smoked salmon per kg.,Euro,28.018
CPM04,National Average  Price,201002,2010M02,10450,Tomatoes tinned per 400g,Euro,0.897
CPM04,National Average  Price,201002,2010M02,10470,Potatoes 2.5 kg.,Euro,3.356
CPM04,National Average  Price,201002,2010M02,10480,Potatoes 10 kg.,Euro,7.009
CPM04,National Average  Price,201002,2010M02,10490,Tomatoes per kg.,Euro,2.627
CPM04,National Average  Price,201002,2010M02,10500,Onions per kg.,Euro,1.21
CPM04,National Average  Price,201002,2010M02,10520,Broccoli per kg.,Euro,3.071
CPM04,National Average  Price,201002,2010M02,10540,Carrots per kg.,Euro,1.253
CPM04,National Average  Price,201002,2010M02,10550,Mushrooms per kg.,Euro,4.39
CPM04,National Average  Price,201002,2010M02,10640,Grapes per kg.,Euro,6.243
CPM04,National Average  Price,201002,2010M02,10650,Bananas per kg.,Euro,1.111
CPM04,National Average  Price,201002,2010M02,10840,1 litre full fat milk per ltr.,Euro,1.106
CPM04,National Average  Price,201002,2010M02,10850,2 litre full fat milk per 2 ltr.,Euro,1.798
CPM04,National Average  Price,201002,2010M02,10910,Irish cheddar per kg.,Euro,11.896
CPM04,National Average  Price,201002,2010M02,10940,Butter per lb.,Euro,2.298
CPM04,National Average  Price,201002,2010M02,11000,Large (size 2) eggs per half dozen,Euro,1.759
CPM04,National Average  Price,201002,2010M02,11010,Medium (size 3) eggs per half dozen,Euro,1.561
CPM04,National Average  Price,201002,2010M02,11020,"Bread white sliced, large (800g)",Euro,1.317
CPM04,National Average  Price,201002,2010M02,11030,"Bread brown sliced, large (800g)",Euro,1.623
CPM04,National Average  Price,201002,2010M02,11150,"White, self-raising flour per 2 kgs.",Euro,1.962
CPM04,National Average  Price,201002,2010M02,11160,"Brown, wholemeal flour per 2 kgs.",Euro,2.241
CPM04,National Average  Price,201002,2010M02,11190,White granulated sugar per kg.,Euro,0.977
CPM04,National Average  Price,201002,2010M02,11220,Tea bags per 80,Euro,2.732
CPM04,National Average  Price,201002,2010M02,11340,Spaghetti per 500g.,Euro,1.207
CPM04,National Average  Price,201002,2010M02,11470,Jam per lb.,Euro,1.64
CPM04,National Average  Price,201002,2010M02,11490,Marmalade per lb.,Euro,1.923
CPM04,National Average  Price,201002,2010M02,11720,Orange juice per ltr.,Euro,1.313
CPM04,National Average  Price,201002,2010M02,11810,Stout - take home (6 x 250ml),Euro,6.13
CPM04,National Average  Price,201002,2010M02,11820,Lager - take home (500ml can),Euro,1.743
CPM04,National Average  Price,201002,2010M02,11830,Lager - take home (tray 12 by 330ml),Euro,15.336
CPM04,National Average  Price,201002,2010M02,11850,Cider - take home ( 500ml can),Euro,2.181
CPM04,National Average  Price,201002,2010M02,11860,Whiskey - take home (70cl bottle),Euro,23.186
CPM04,National Average  Price,201002,2010M02,11870,Brandy - take home (70cl bottle),Euro,27.397
CPM04,National Average  Price,201002,2010M02,11880,Vodka - take home (70cl bottle),Euro,19.174
CPM04,National Average  Price,201002,2010M02,11890,Flavoured alcoholic drinks - take home 275ml bottle,Euro,2.557
CPM04,National Average  Price,201002,2010M02,11900,Cream liquer - take home (70cl bottle),Euro,16.689
CPM04,National Average  Price,201002,2010M02,11910,Sherry - take home (75cl bottle),Euro,11.792
CPM04,National Average  Price,201002,2010M02,11930,Table wine - take home (75cl bottle),Euro,9.243
CPM04,National Average  Price,201002,2010M02,11950,Stout - draught bar (1 pint),Euro,3.944
CPM04,National Average  Price,201002,2010M02,11960,Lager - draught lounge (1/2 pint),Euro,2.515
CPM04,National Average  Price,201002,2010M02,11970,Lager - draught lounge (1 pint),Euro,4.352
CPM04,National Average  Price,201002,2010M02,11980,Lager - bottled bar (330ml bottle),Euro,4.388
CPM04,National Average  Price,201002,2010M02,11990,Cider - draught bar (1 pint),Euro,4.475
CPM04,National Average  Price,201002,2010M02,12000,Ale - draught bar (1 pint),Euro,4.003
CPM04,National Average  Price,201002,2010M02,12010,Cider - bar (330ml bottle),Euro,4.525
CPM04,National Average  Price,201002,2010M02,12020,Flavoured alcoholic drink - bar (275ml bottle),Euro,5.284
CPM04,National Average  Price,201002,2010M02,12030,Whiskey - bar (single) per 1/2 glass,Euro,3.685
CPM04,National Average  Price,201002,2010M02,12040,Brandy - bar (single) per 1/2 glass,Euro,4.255
CPM04,National Average  Price,201002,2010M02,12050,Vodka - bar (single) per 1/2 glass,Euro,3.756
CPM04,National Average  Price,201002,2010M02,12070,Wine - bar (187 ml bottle),Euro,4.865
CPM04,National Average  Price,201002,2010M02,12080,Filtered cigarettes per 20 pk.,Euro,8.371
CPM04,National Average  Price,201002,2010M02,30300,Cinema fee,Euro,9.065
CPM04,National Average  Price,201002,2010M02,30310,Nightclubs fee,Euro,10.972
CPM04,National Average  Price,201002,2010M02,30320,Gent's haircut - dry cut fee,Euro,12.934
CPM04,National Average  Price,201002,2010M02,30330,"Gent's haircut - wash, cut and blow dry fee",Euro,20.223
CPM04,National Average  Price,201002,2010M02,30350,"Ladies shampoo, cut and blow dry fee",Euro,37.047
CPM04,National Average  Price,201002,2010M02,30440,Petrol - unleaded per ltr.,Euro,1.245
CPM04,National Average  Price,201002,2010M02,30450,Diesel per ltr.,Euro,1.155
CPM04,National Average  Price,201002,2010M02,80000,Fillet/half leg pork per kg.,Euro,
CPM04,National Average  Price,201002,2010M02,80001,"1 litre, low fat milk per ltr.",Euro,
CPM04,National Average  Price,201002,2010M02,80002,Large (size 2) eggs per dozen,Euro,
CPM04,National Average  Price,201002,2010M02,80003,Medium (size 3) eggs per dozen,Euro,
CPM04,National Average  Price,201002,2010M02,80004,"White, plain flour per 2 kgs.",Euro,
CPM04,National Average  Price,201002,2010M02,80005,Fine quality wine - take home (75cl bottle),Euro,
CPM04,National Average  Price,201003,2010M03,10010,Round steak per kg.,Euro,10.053
CPM04,National Average  Price,201003,2010M03,10020,Sirloin steak per kg.,Euro,13.714
CPM04,National Average  Price,201003,2010M03,10030,Striploin steak per kg.,Euro,19.628
CPM04,National Average  Price,201003,2010M03,10040,Roast beef topside/rib per kg.,Euro,10.664
CPM04,National Average  Price,201003,2010M03,10050,Sliced/diced beef pieces per kg.,Euro,9.037
CPM04,National Average  Price,201003,2010M03,10070,Lamb whole leg per kg.,Euro,11.27
CPM04,National Average  Price,201003,2010M03,10080,Lamb loin chops per kg.,Euro,17.183
CPM04,National Average  Price,201003,2010M03,10090,Lamb gigot chops per kg.,Euro,12.025
CPM04,National Average  Price,201003,2010M03,10100,Lamb pieces incl neck per kg.,Euro,11.23
CPM04,National Average  Price,201003,2010M03,10110,Lambs liver per kg.,Euro,5.137
CPM04,National Average  Price,201003,2010M03,10120,Roast loin of pork per kg.,Euro,8.157
CPM04,National Average  Price,201003,2010M03,10130,Pork loin chops per kg.,Euro,8.948
CPM04,National Average  Price,201003,2010M03,10140,Pork steak per kg.,Euro,10.025
CPM04,National Average  Price,201003,2010M03,10150,Best back rashers per kg.,Euro,11.568
CPM04,National Average  Price,201003,2010M03,10160,Ham fillet per kg.,Euro,6.801
CPM04,National Average  Price,201003,2010M03,10170,Collar bacon per kg.,Euro,5.849
CPM04,National Average  Price,201003,2010M03,10180,Uncooked chicken medium sized 1600g,Euro,5.561
CPM04,National Average  Price,201003,2010M03,10230,Cooked ham per kg.,Euro,16.788
CPM04,National Average  Price,201003,2010M03,10250,Pork sausages per kg.,Euro,5.475
CPM04,National Average  Price,201003,2010M03,10270,Fillet of whiting per kg.,Euro,9.831
CPM04,National Average  Price,201003,2010M03,10280,Cod fillets per kg.,Euro,15.264
CPM04,National Average  Price,201003,2010M03,10290,Salmon steak per kg.,Euro,15.971
CPM04,National Average  Price,201003,2010M03,10300,Fillet of plaice per kg.,Euro,14.67
CPM04,National Average  Price,201003,2010M03,10330,Smoked salmon per kg.,Euro,26.458
CPM04,National Average  Price,201003,2010M03,10450,Tomatoes tinned per 400g,Euro,0.906
CPM04,National Average  Price,201003,2010M03,10470,Potatoes 2.5 kg.,Euro,3.441
CPM04,National Average  Price,201003,2010M03,10480,Potatoes 10 kg.,Euro,6.74
CPM04,National Average  Price,201003,2010M03,10490,Tomatoes per kg.,Euro,2.694
CPM04,National Average  Price,201003,2010M03,10500,Onions per kg.,Euro,1.196
CPM04,National Average  Price,201003,2010M03,10520,Broccoli per kg.,Euro,3.268
CPM04,National Average  Price,201003,2010M03,10540,Carrots per kg.,Euro,1.252
CPM04,National Average  Price,201003,2010M03,10550,Mushrooms per kg.,Euro,4.493
CPM04,National Average  Price,201003,2010M03,10640,Grapes per kg.,Euro,5.899
CPM04,National Average  Price,201003,2010M03,10650,Bananas per kg.,Euro,1.104
CPM04,National Average  Price,201003,2010M03,10840,1 litre full fat milk per ltr.,Euro,1.111
CPM04,National Average  Price,201003,2010M03,10850,2 litre full fat milk per 2 ltr.,Euro,1.799
CPM04,National Average  Price,201003,2010M03,10910,Irish cheddar per kg.,Euro,11.805
CPM04,National Average  Price,201003,2010M03,10940,Butter per lb.,Euro,2.289
CPM04,National Average  Price,201003,2010M03,11000,Large (size 2) eggs per half dozen,Euro,1.768
CPM04,National Average  Price,201003,2010M03,11010,Medium (size 3) eggs per half dozen,Euro,1.55
CPM04,National Average  Price,201003,2010M03,11020,"Bread white sliced, large (800g)",Euro,1.323
CPM04,National Average  Price,201003,2010M03,11030,"Bread brown sliced, large (800g)",Euro,1.618
CPM04,National Average  Price,201003,2010M03,11150,"White, self-raising flour per 2 kgs.",Euro,1.975
CPM04,National Average  Price,201003,2010M03,11160,"Brown, wholemeal flour per 2 kgs.",Euro,2.264
CPM04,National Average  Price,201003,2010M03,11190,White granulated sugar per kg.,Euro,0.972
CPM04,National Average  Price,201003,2010M03,11220,Tea bags per 80,Euro,2.778
CPM04,National Average  Price,201003,2010M03,11340,Spaghetti per 500g.,Euro,1.217
CPM04,National Average  Price,201003,2010M03,11470,Jam per lb.,Euro,1.788
CPM04,National Average  Price,201003,2010M03,11490,Marmalade per lb.,Euro,1.953
CPM04,National Average  Price,201003,2010M03,11720,Orange juice per ltr.,Euro,1.351
CPM04,National Average  Price,201003,2010M03,11810,Stout - take home (6 x 250ml),Euro,6.088
CPM04,National Average  Price,201003,2010M03,11820,Lager - take home (500ml can),Euro,1.754
CPM04,National Average  Price,201003,2010M03,11830,Lager - take home (tray 12 by 330ml),Euro,15.193
CPM04,National Average  Price,201003,2010M03,11850,Cider - take home ( 500ml can),Euro,2.163
CPM04,National Average  Price,201003,2010M03,11860,Whiskey - take home (70cl bottle),Euro,22.69
CPM04,National Average  Price,201003,2010M03,11870,Brandy - take home (70cl bottle),Euro,25.906
CPM04,National Average  Price,201003,2010M03,11880,Vodka - take home (70cl bottle),Euro,18.564
CPM04,National Average  Price,201003,2010M03,11890,Flavoured alcoholic drinks - take home 275ml bottle,Euro,2.56
CPM04,National Average  Price,201003,2010M03,11900,Cream liquer - take home (70cl bottle),Euro,15.12
CPM04,National Average  Price,201003,2010M03,11910,Sherry - take home (75cl bottle),Euro,11.826
CPM04,National Average  Price,201003,2010M03,11930,Table wine - take home (75cl bottle),Euro,9.056
CPM04,National Average  Price,201003,2010M03,11950,Stout - draught bar (1 pint),Euro,3.946
CPM04,National Average  Price,201003,2010M03,11960,Lager - draught lounge (1/2 pint),Euro,2.526
CPM04,National Average  Price,201003,2010M03,11970,Lager - draught lounge (1 pint),Euro,4.349
CPM04,National Average  Price,201003,2010M03,11980,Lager - bottled bar (330ml bottle),Euro,4.389
CPM04,National Average  Price,201003,2010M03,11990,Cider - draught bar (1 pint),Euro,4.478
CPM04,National Average  Price,201003,2010M03,12000,Ale - draught bar (1 pint),Euro,3.998
CPM04,National Average  Price,201003,2010M03,12010,Cider - bar (330ml bottle),Euro,4.517
CPM04,National Average  Price,201003,2010M03,12020,Flavoured alcoholic drink - bar (275ml bottle),Euro,5.288
CPM04,National Average  Price,201003,2010M03,12030,Whiskey - bar (single) per 1/2 glass,Euro,3.681
CPM04,National Average  Price,201003,2010M03,12040,Brandy - bar (single) per 1/2 glass,Euro,4.257
CPM04,National Average  Price,201003,2010M03,12050,Vodka - bar (single) per 1/2 glass,Euro,3.747
CPM04,National Average  Price,201003,2010M03,12070,Wine - bar (187 ml bottle),Euro,4.871
CPM04,National Average  Price,201003,2010M03,12080,Filtered cigarettes per 20 pk.,Euro,8.372
CPM04,National Average  Price,201003,2010M03,30300,Cinema fee,Euro,9.003
CPM04,National Average  Price,201003,2010M03,30310,Nightclubs fee,Euro,10.935
CPM04,National Average  Price,201003,2010M03,30320,Gent's haircut - dry cut fee,Euro,12.837
CPM04,National Average  Price,201003,2010M03,30330,"Gent's haircut - wash, cut and blow dry fee",Euro,20.24
CPM04,National Average  Price,201003,2010M03,30350,"Ladies shampoo, cut and blow dry fee",Euro,36.775
CPM04,National Average  Price,201003,2010M03,30440,Petrol - unleaded per ltr.,Euro,1.281
CPM04,National Average  Price,201003,2010M03,30450,Diesel per ltr.,Euro,1.183
CPM04,National Average  Price,201003,2010M03,80000,Fillet/half leg pork per kg.,Euro,
CPM04,National Average  Price,201003,2010M03,80001,"1 litre, low fat milk per ltr.",Euro,
CPM04,National Average  Price,201003,2010M03,80002,Large (size 2) eggs per dozen,Euro,
CPM04,National Average  Price,201003,2010M03,80003,Medium (size 3) eggs per dozen,Euro,
CPM04,National Average  Price,201003,2010M03,80004,"White, plain flour per 2 kgs.",Euro,
CPM04,National Average  Price,201003,2010M03,80005,Fine quality wine - take home (75cl bottle),Euro,
CPM04,National Average  Price,201004,2010M04,10010,Round steak per kg.,Euro,10.259
CPM04,National Average  Price,201004,2010M04,10020,Sirloin steak per kg.,Euro,13.092
CPM04,National Average  Price,201004,2010M04,10030,Striploin steak per kg.,Euro,19.796
CPM04,National Average  Price,201004,2010M04,10040,Roast beef topside/rib per kg.,Euro,10.571
CPM04,National Average  Price,201004,2010M04,10050,Sliced/diced beef pieces per kg.,Euro,8.869
CPM04,National Average  Price,201004,2010M04,10070,Lamb whole leg per kg.,Euro,11.597
CPM04,National Average  Price,201004,2010M04,10080,Lamb loin chops per kg.,Euro,17.509
CPM04,National Average  Price,201004,2010M04,10090,Lamb gigot chops per kg.,Euro,11.792
CPM04,National Average  Price,201004,2010M04,10100,Lamb pieces incl neck per kg.,Euro,11.077
CPM04,National Average  Price,201004,2010M04,10110,Lambs liver per kg.,Euro,5.243
CPM04,National Average  Price,201004,2010M04,10120,Roast loin of pork per kg.,Euro,7.968
CPM04,National Average  Price,201004,2010M04,10130,Pork loin chops per kg.,Euro,8.799
CPM04,National Average  Price,201004,2010M04,10140,Pork steak per kg.,Euro,9.956
CPM04,National Average  Price,201004,2010M04,10150,Best back rashers per kg.,Euro,11.415
CPM04,National Average  Price,201004,2010M04,10160,Ham fillet per kg.,Euro,6.713
CPM04,National Average  Price,201004,2010M04,10170,Collar bacon per kg.,Euro,5.675
CPM04,National Average  Price,201004,2010M04,10180,Uncooked chicken medium sized 1600g,Euro,5.468
CPM04,National Average  Price,201004,2010M04,10230,Cooked ham per kg.,Euro,16.941
CPM04,National Average  Price,201004,2010M04,10250,Pork sausages per kg.,Euro,5.415
CPM04,National Average  Price,201004,2010M04,10270,Fillet of whiting per kg.,Euro,9.904
CPM04,National Average  Price,201004,2010M04,10280,Cod fillets per kg.,Euro,15.275
CPM04,National Average  Price,201004,2010M04,10290,Salmon steak per kg.,Euro,16
CPM04,National Average  Price,201004,2010M04,10300,Fillet of plaice per kg.,Euro,15.832
CPM04,National Average  Price,201004,2010M04,10330,Smoked salmon per kg.,Euro,27.448
